,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 07:16:47.772630,,,,,,,,,
1,Simulation configuration ID,3030298b-a1bb-46c0-ac38-175547b9caec,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,11.0,household_agent_12,180.0,generation_agent_0,0.0,1.0,180.0,12.0
1,,,1.0,11.0,generation_agent_1,114.0,generation_agent_0,0.0,0.0,114.0,11.0
2,,,101200.0,32.0,generation_agent_0,180.0,household_agent_12,12.0,1.0,180.0,33.0
3,,,101400.0,57.0,generation_agent_0,114.0,generation_agent_1,11.0,0.0,114.0,57.0
