,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-18 00:07:23.524006,,,,,,,,,
1,Simulation configuration ID,78e7eded-c2b2-4277-a360-97a20f3ba585,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,67.0,substation_agent_0,65.0,pdc_agent_0,0.0,0.0,65.0,67.0
1,,,1.0,67.0,substation_agent_0,113.0,pdc_agent_1,0.0,0.0,113.0,67.0
2,,,2.0,67.0,substation_agent_0,194.0,pdc_agent_2,0.0,1.0,194.0,68.0
