,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 18:30:10.511061,,,,,,,,,
1,Simulation configuration ID,07b7967b-2530-42af-ad44-9ac6c546dbe3,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,19.0,household_agent_9,128.0,household_agent_10,0.0,0.0,128.0,19.0
1,,,1.0,19.0,household_agent_11,192.0,household_agent_10,0.0,1.0,192.0,20.0
2,,,100900.0,7666.0,household_agent_10,128.0,household_agent_9,19.0,0.0,128.0,7666.0
3,,,101100.0,10658.0,household_agent_10,192.0,household_agent_11,20.0,1.0,192.0,10659.0
