,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 21:13:35.868786,,,,,,,,,
1,Simulation configuration ID,70d7d1e5-ada8-4d8f-811a-af45955f76d8,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,CENTRALIZED,,,,,,,,,
0,,,0.0,14.0,household_agent_0,202.0,market_agent,0.0,1.0,202.0,15.0
1,,,1.0,14.0,household_agent_1,673.0,market_agent,0.0,2.0,536.0,16.0
2,,,1.0,14.0,household_agent_1,673.0,market_agent,0.0,8.0,137.0,22.0
3,,,2.0,14.0,household_agent_2,317.0,market_agent,0.0,2.0,317.0,16.0
4,,,3.0,14.0,household_agent_3,728.0,market_agent,0.0,3.0,536.0,17.0
5,,,3.0,14.0,household_agent_3,728.0,market_agent,0.0,8.0,192.0,22.0
6,,,4.0,14.0,household_agent_4,828.0,market_agent,0.0,3.0,536.0,17.0
7,,,4.0,14.0,household_agent_4,828.0,market_agent,0.0,9.0,292.0,23.0
8,,,5.0,14.0,household_agent_5,331.0,market_agent,0.0,3.0,331.0,17.0
9,,,6.0,14.0,household_agent_6,230.0,market_agent,0.0,3.0,230.0,17.0
10,,,7.0,14.0,household_agent_7,286.0,market_agent,0.0,4.0,286.0,18.0
11,,,8.0,14.0,household_agent_8,509.0,market_agent,0.0,5.0,509.0,19.0
12,,,9.0,14.0,household_agent_9,936.0,market_agent,0.0,5.0,536.0,19.0
13,,,9.0,14.0,household_agent_9,936.0,market_agent,0.0,9.0,400.0,23.0
14,,,10.0,14.0,household_agent_10,527.0,market_agent,0.0,6.0,527.0,20.0
15,,,11.0,14.0,household_agent_11,868.0,market_agent,0.0,6.0,536.0,20.0
16,,,11.0,14.0,household_agent_11,868.0,market_agent,0.0,9.0,332.0,23.0
17,,,12.0,14.0,household_agent_12,583.0,market_agent,0.0,7.0,536.0,21.0
18,,,12.0,14.0,household_agent_12,583.0,market_agent,0.0,9.0,47.0,23.0
19,,,13.0,14.0,generation_agent_0,434.0,market_agent,0.0,7.0,434.0,21.0
20,,,14.0,14.0,generation_agent_1,426.0,market_agent,0.0,7.0,426.0,21.0
21,,,15.0,14.0,generation_agent_2,574.0,market_agent,0.0,8.0,536.0,22.0
22,,,15.0,14.0,generation_agent_2,574.0,market_agent,0.0,9.0,38.0,23.0
23,,,16.0,14.0,generation_agent_3,348.0,market_agent,0.0,8.0,348.0,22.0
24,,,17.0,1800014.0,household_agent_0,908.0,market_agent,0.0,2.0,536.0,1800016.0
25,,,17.0,1800014.0,household_agent_0,908.0,market_agent,0.0,9.0,372.0,1800023.0
