,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 22:41:04.782136,,,,,,,,,
1,Simulation configuration ID,d084d101-42cb-4d00-9748-d2ae38bd4bb9,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,90.0,household_agent_1,34.0,household_agent_12,0.0,0.0,34.0,90.0
1,,,1.0,90.0,household_agent_7,46.0,household_agent_12,0.0,0.0,46.0,90.0
2,,,2.0,90.0,household_agent_11,25.0,household_agent_12,0.0,0.0,25.0,90.0
3,,,3.0,90.0,generation_agent_0,33.0,household_agent_12,0.0,0.0,33.0,90.0
4,,,100100.0,182.0,household_agent_12,34.0,household_agent_1,90.0,0.0,34.0,182.0
5,,,100700.0,173.0,household_agent_12,46.0,household_agent_7,90.0,0.0,46.0,173.0
6,,,101100.0,124.0,household_agent_12,25.0,household_agent_11,90.0,0.0,25.0,124.0
7,,,101300.0,174.0,household_agent_12,33.0,generation_agent_0,90.0,0.0,33.0,174.0
