,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 09:47:00.360940,,,,,,,,,
1,Simulation configuration ID,7cc5d7e9-a69d-41de-b7fc-a5cd5207232d,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 22 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,58.0,household_agent_8,13.0,household_agent_0,0.0,0.0,13.0,58.0
1,,,1.0,58.0,household_agent_4,24.0,household_agent_0,0.0,0.0,24.0,58.0
2,,,100800.0,99.0,household_agent_0,13.0,household_agent_8,58.0,0.0,13.0,99.0
3,,,100400.0,70.0,household_agent_0,24.0,household_agent_4,58.0,0.0,24.0,70.0
