,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 17:54:29.211343,,,,,,,,,
1,Simulation configuration ID,9d0385da-9c73-4247-9998-3f25232ae95e,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,98.0,household_agent_3,102.0,household_agent_4,0.0,0.0,102.0,98.0
1,,,9.0,98.0,household_agent_5,89.0,household_agent_4,0.0,1.0,89.0,99.0
2,,,100300.0,129583.0,household_agent_4,102.0,household_agent_3,98.0,0.0,102.0,129583.0
3,,,100500.0,297052.0,household_agent_4,89.0,household_agent_5,99.0,0.0,89.0,297052.0
