,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 07:29:55.477602,,,,,,,,,
1,Simulation configuration ID,bfd16cf4-4fb3-4dce-b12c-49f4ad326a40,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,27.0,household_agent_6,38.0,household_agent_7,0.0,0.0,38.0,27.0
1,,,0.0,27.0,household_agent_6,38.0,household_agent_7,0.0,0.0,32.0,89.0
2,,,1.0,27.0,household_agent_8,13.0,household_agent_7,0.0,0.0,13.0,27.0
3,,,1.0,27.0,household_agent_8,13.0,household_agent_7,0.0,0.0,26.0,89.0
4,,,2.0,27.0,household_agent_3,31.0,household_agent_7,0.0,0.0,31.0,27.0
