,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 20:40:57.217394,,,,,,,,,
1,Simulation configuration ID,23edd749-1742-40ef-b49c-3887c484bf21,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,63.0,aggregator_agent,524.0,market_agent,0.0,1.0,524.0,64.0
1,,,104.0,900491.0,aggregator_agent,833.0,market_agent,0.0,1.0,536.0,900492.0
2,,,104.0,900491.0,aggregator_agent,833.0,market_agent,0.0,2.0,297.0,900493.0
3,,,208.0,1800869.0,aggregator_agent,931.0,market_agent,0.0,1.0,536.0,1800870.0
4,,,208.0,1800869.0,aggregator_agent,931.0,market_agent,0.0,2.0,395.0,1800871.0
5,,,312.0,2701350.0,aggregator_agent,452.0,market_agent,0.0,1.0,452.0,2701351.0
6,,,1.0,168.0,household_agent_0,517.0,aggregator_agent,0.0,3.0,517.0,171.0
7,,,2.0,168.0,household_agent_1,693.0,aggregator_agent,0.0,4.0,536.0,172.0
8,,,2.0,168.0,household_agent_1,693.0,aggregator_agent,0.0,9.0,157.0,177.0
9,,,3.0,168.0,household_agent_2,787.0,aggregator_agent,0.0,1.0,536.0,169.0
10,,,3.0,168.0,household_agent_2,787.0,aggregator_agent,0.0,8.0,251.0,176.0
11,,,4.0,168.0,household_agent_3,930.0,aggregator_agent,0.0,5.0,536.0,173.0
12,,,4.0,168.0,household_agent_3,930.0,aggregator_agent,0.0,10.0,394.0,178.0
13,,,5.0,168.0,household_agent_4,827.0,aggregator_agent,0.0,5.0,536.0,173.0
14,,,5.0,168.0,household_agent_4,827.0,aggregator_agent,0.0,10.0,291.0,178.0
15,,,6.0,168.0,household_agent_5,526.0,aggregator_agent,0.0,2.0,526.0,170.0
16,,,7.0,168.0,household_agent_6,950.0,aggregator_agent,0.0,3.0,536.0,171.0
17,,,7.0,168.0,household_agent_6,950.0,aggregator_agent,0.0,9.0,414.0,177.0
18,,,8.0,168.0,household_agent_7,521.0,aggregator_agent,0.0,6.0,521.0,174.0
19,,,9.0,168.0,household_agent_8,217.0,aggregator_agent,0.0,5.0,217.0,173.0
20,,,10.0,168.0,household_agent_9,271.0,aggregator_agent,0.0,6.0,271.0,174.0
21,,,11.0,168.0,household_agent_10,796.0,aggregator_agent,0.0,7.0,536.0,175.0
22,,,11.0,168.0,household_agent_10,796.0,aggregator_agent,0.0,10.0,260.0,178.0
23,,,12.0,168.0,household_agent_11,376.0,aggregator_agent,0.0,7.0,376.0,175.0
24,,,13.0,168.0,household_agent_12,414.0,aggregator_agent,0.0,5.0,414.0,173.0
25,,,14.0,168.0,generation_agent_0,357.0,aggregator_agent,0.0,7.0,357.0,175.0
26,,,15.0,168.0,generation_agent_1,682.0,aggregator_agent,0.0,8.0,536.0,176.0
27,,,15.0,168.0,generation_agent_1,682.0,aggregator_agent,0.0,10.0,146.0,178.0
28,,,16.0,168.0,generation_agent_2,818.0,aggregator_agent,0.0,9.0,536.0,177.0
29,,,16.0,168.0,generation_agent_2,818.0,aggregator_agent,0.0,11.0,282.0,179.0
30,,,17.0,168.0,generation_agent_3,827.0,aggregator_agent,0.0,9.0,536.0,177.0
31,,,17.0,168.0,generation_agent_3,827.0,aggregator_agent,0.0,11.0,291.0,179.0
32,,,18.0,213.0,household_agent_0,659.0,aggregator_agent,0.0,3.0,536.0,216.0
33,,,18.0,213.0,household_agent_0,659.0,aggregator_agent,0.0,9.0,123.0,222.0
34,,,19.0,213.0,household_agent_1,710.0,aggregator_agent,0.0,3.0,536.0,216.0
35,,,19.0,213.0,household_agent_1,710.0,aggregator_agent,0.0,9.0,174.0,222.0
36,,,20.0,213.0,household_agent_2,541.0,aggregator_agent,0.0,1.0,536.0,214.0
37,,,20.0,213.0,household_agent_2,541.0,aggregator_agent,0.0,8.0,5.0,221.0
38,,,21.0,213.0,household_agent_3,892.0,aggregator_agent,0.0,4.0,536.0,217.0
39,,,21.0,213.0,household_agent_3,892.0,aggregator_agent,0.0,9.0,356.0,222.0
40,,,22.0,213.0,household_agent_4,621.0,aggregator_agent,0.0,5.0,536.0,218.0
41,,,22.0,213.0,household_agent_4,621.0,aggregator_agent,0.0,9.0,85.0,222.0
42,,,23.0,213.0,household_agent_5,221.0,aggregator_agent,0.0,2.0,221.0,215.0
43,,,24.0,213.0,household_agent_6,512.0,aggregator_agent,0.0,3.0,512.0,216.0
44,,,25.0,213.0,household_agent_7,945.0,aggregator_agent,0.0,5.0,536.0,218.0
45,,,25.0,213.0,household_agent_7,945.0,aggregator_agent,0.0,10.0,409.0,223.0
46,,,26.0,213.0,household_agent_8,753.0,aggregator_agent,0.0,6.0,536.0,219.0
47,,,26.0,213.0,household_agent_8,753.0,aggregator_agent,0.0,10.0,217.0,223.0
48,,,27.0,213.0,household_agent_9,736.0,aggregator_agent,0.0,7.0,536.0,220.0
49,,,27.0,213.0,household_agent_9,736.0,aggregator_agent,0.0,10.0,200.0,223.0
50,,,28.0,213.0,household_agent_10,413.0,aggregator_agent,0.0,7.0,413.0,220.0
51,,,29.0,213.0,household_agent_11,271.0,aggregator_agent,0.0,7.0,271.0,220.0
52,,,30.0,213.0,household_agent_12,565.0,aggregator_agent,0.0,5.0,536.0,218.0
53,,,30.0,213.0,household_agent_12,565.0,aggregator_agent,0.0,9.0,29.0,222.0
54,,,31.0,213.0,generation_agent_0,952.0,aggregator_agent,0.0,8.0,536.0,221.0
55,,,31.0,213.0,generation_agent_0,952.0,aggregator_agent,0.0,11.0,416.0,224.0
56,,,32.0,213.0,generation_agent_1,911.0,aggregator_agent,0.0,9.0,536.0,222.0
57,,,32.0,213.0,generation_agent_1,911.0,aggregator_agent,0.0,11.0,375.0,224.0
58,,,33.0,213.0,generation_agent_2,278.0,aggregator_agent,0.0,9.0,278.0,222.0
59,,,34.0,213.0,generation_agent_3,209.0,aggregator_agent,0.0,9.0,209.0,222.0
60,,,35.0,257.0,household_agent_0,208.0,aggregator_agent,0.0,2.0,208.0,259.0
61,,,36.0,257.0,household_agent_1,654.0,aggregator_agent,0.0,3.0,536.0,260.0
62,,,36.0,257.0,household_agent_1,654.0,aggregator_agent,0.0,8.0,118.0,265.0
63,,,37.0,257.0,household_agent_2,701.0,aggregator_agent,0.0,1.0,536.0,258.0
64,,,37.0,257.0,household_agent_2,701.0,aggregator_agent,0.0,8.0,165.0,265.0
65,,,38.0,257.0,household_agent_3,444.0,aggregator_agent,0.0,4.0,444.0,261.0
