,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 09:43:54.396067,,,,,,,,,
1,Simulation configuration ID,73f97b63-ae66-4992-99b7-bb871b10b95d,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 17 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,39.0,household_agent_11,374.0,generation_agent_2,0.0,2.0,374.0,41.0
1,,,1.0,39.0,generation_agent_1,961.0,generation_agent_2,0.0,1.0,536.0,40.0
2,,,1.0,39.0,generation_agent_1,961.0,generation_agent_2,0.0,2.0,425.0,41.0
3,,,2.0,39.0,generation_agent_3,505.0,generation_agent_2,0.0,2.0,505.0,41.0
4,,,101100.0,254080.0,generation_agent_2,374.0,household_agent_11,41.0,1.0,374.0,254081.0
5,,,101400.0,119247.0,generation_agent_2,961.0,generation_agent_1,40.0,1.0,536.0,119248.0
6,,,101400.0,119247.0,generation_agent_2,961.0,generation_agent_1,40.0,1.0,425.0,119248.0
7,,,101401.0,119248.0,generation_agent_2,961.0,generation_agent_1,41.0,1.0,536.0,119249.0
8,,,101401.0,119248.0,generation_agent_2,961.0,generation_agent_1,41.0,2.0,425.0,119250.0
9,,,101600.0,245198.0,generation_agent_2,505.0,generation_agent_3,41.0,2.0,505.0,245200.0
