,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 20:33:00.188640,,,,,,,,,
1,Simulation configuration ID,80cc52e1-b0dd-46c0-ac3c-25036abfb2a4,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,4.0,59.0,generation_agent_2,671.0,generation_agent_3,0.0,2.0,536.0,61.0
1,,,4.0,59.0,generation_agent_2,671.0,generation_agent_3,0.0,3.0,135.0,62.0
2,,,101500.0,134.0,generation_agent_3,671.0,generation_agent_2,61.0,2.0,536.0,136.0
3,,,101500.0,134.0,generation_agent_3,671.0,generation_agent_2,61.0,2.0,135.0,136.0
4,,,101501.0,135.0,generation_agent_3,671.0,generation_agent_2,62.0,3.0,536.0,138.0
5,,,101501.0,135.0,generation_agent_3,671.0,generation_agent_2,62.0,4.0,135.0,139.0
