,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 22:22:50.364692,,,,,,,,,
1,Simulation configuration ID,d6c2c401-9dda-4d3d-b6e1-29ff9ba98eb0,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,91.0,household_agent_3,170.0,household_agent_4,0.0,0.0,170.0,91.0
1,,,9.0,91.0,household_agent_5,155.0,household_agent_4,0.0,1.0,155.0,92.0
2,,,100300.0,18277.0,household_agent_4,170.0,household_agent_3,91.0,0.0,170.0,18277.0
3,,,100500.0,28807.0,household_agent_4,155.0,household_agent_5,92.0,1.0,155.0,28808.0
