,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 15:18:24.114543,,,,,,,,,
1,Simulation configuration ID,7e36dcda-9f09-4b4f-83a2-07d292ee5b8a,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,72.0,household_agent_10,94.0,household_agent_11,0.0,1.0,94.0,73.0
1,,,9.0,72.0,household_agent_12,69.0,household_agent_11,0.0,1.0,69.0,73.0
2,,,101000.0,203501.0,household_agent_11,94.0,household_agent_10,73.0,0.0,94.0,203501.0
3,,,101200.0,85367.0,household_agent_11,69.0,household_agent_12,73.0,0.0,69.0,85367.0
