,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 23:28:51.900295,,,,,,,,,
1,Simulation configuration ID,168971e3-23bf-4434-ae37-f8751180f3fa,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 17 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,CENTRALIZED,,,,,,,,,
0,,,0.0,44.0,control_center_agent,1018.0,869.0,pdc_agent_0,1.0,536.0,45.0
1,,,0.0,44.0,control_center_agent,1018.0,869.0,pdc_agent_0,2.0,333.0,46.0
2,,,1.0,44.0,control_center_agent,1018.0,602.0,pdc_agent_1,2.0,536.0,46.0
3,,,1.0,44.0,control_center_agent,1018.0,602.0,pdc_agent_1,3.0,66.0,47.0
4,,,2.0,44.0,control_center_agent,1018.0,403.0,pdc_agent_2,1.0,403.0,45.0
