,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 13:47:11.932827,,,,,,,,,
1,Simulation configuration ID,e18466b9-a487-4e26-93d8-d4491bd6d6c1,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,79.0,aggregator_agent,29.0,market_agent,0.0,0.0,29.0,79.0
1,,,104.0,300497.0,aggregator_agent,29.0,market_agent,0.0,0.0,29.0,300497.0
2,,,208.0,600838.0,aggregator_agent,30.0,market_agent,0.0,0.0,30.0,600838.0
3,,,312.0,901383.0,aggregator_agent,18.0,market_agent,0.0,0.0,18.0,901383.0
4,,,416.0,1201791.0,aggregator_agent,50.0,market_agent,0.0,0.0,50.0,1201791.0
5,,,520.0,1502141.0,aggregator_agent,16.0,market_agent,0.0,0.0,16.0,1502141.0
6,,,624.0,1802639.0,aggregator_agent,35.0,market_agent,0.0,0.0,35.0,1802639.0
7,,,728.0,2103090.0,aggregator_agent,25.0,market_agent,0.0,0.0,25.0,2103090.0
8,,,832.0,2403507.0,aggregator_agent,34.0,market_agent,0.0,0.0,34.0,2403507.0
9,,,936.0,2703816.0,aggregator_agent,39.0,market_agent,0.0,0.0,39.0,2703816.0
10,,,1040.0,3004307.0,aggregator_agent,22.0,market_agent,0.0,0.0,22.0,3004307.0
11,,,1144.0,3304682.0,aggregator_agent,32.0,market_agent,0.0,0.0,32.0,3304682.0
12,,,1.0,147.0,household_agent_0,27.0,aggregator_agent,0.0,1.0,27.0,148.0
13,,,2.0,147.0,household_agent_1,45.0,aggregator_agent,0.0,1.0,45.0,148.0
14,,,3.0,147.0,household_agent_2,9.0,aggregator_agent,0.0,0.0,9.0,147.0
15,,,4.0,147.0,household_agent_3,50.0,aggregator_agent,0.0,1.0,50.0,148.0
16,,,5.0,147.0,household_agent_4,19.0,aggregator_agent,0.0,1.0,19.0,148.0
17,,,6.0,147.0,household_agent_5,26.0,aggregator_agent,0.0,1.0,26.0,148.0
18,,,7.0,147.0,household_agent_6,35.0,aggregator_agent,0.0,1.0,35.0,148.0
