,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 15:15:08.032083,,,,,,,,,
1,Simulation configuration ID,d3877f3b-7eae-4016-b9c2-9198ec8b13ff,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,75.0,household_agent_0,160.0,household_agent_1,0.0,1.0,160.0,76.0
1,,,1.0,75.0,household_agent_2,91.0,household_agent_1,0.0,1.0,91.0,76.0
2,,,2.0,75.0,household_agent_3,194.0,household_agent_1,0.0,1.0,194.0,76.0
3,,,3.0,75.0,household_agent_4,150.0,household_agent_1,0.0,2.0,150.0,77.0
4,,,4.0,75.0,household_agent_5,100.0,household_agent_1,0.0,2.0,100.0,77.0
5,,,5.0,75.0,household_agent_6,114.0,household_agent_1,0.0,2.0,114.0,77.0
6,,,6.0,75.0,household_agent_7,170.0,household_agent_1,0.0,2.0,170.0,77.0
7,,,7.0,75.0,household_agent_8,158.0,household_agent_1,0.0,1.0,158.0,76.0
8,,,8.0,75.0,household_agent_9,78.0,household_agent_1,0.0,1.0,78.0,76.0
9,,,9.0,75.0,household_agent_10,92.0,household_agent_1,0.0,2.0,92.0,77.0
10,,,10.0,75.0,household_agent_11,170.0,household_agent_1,0.0,3.0,170.0,78.0
11,,,11.0,75.0,household_agent_12,153.0,household_agent_1,0.0,3.0,153.0,78.0
12,,,12.0,75.0,generation_agent_0,188.0,household_agent_1,0.0,2.0,188.0,77.0
13,,,13.0,75.0,generation_agent_1,102.0,household_agent_1,0.0,2.0,102.0,77.0
14,,,14.0,75.0,generation_agent_2,112.0,household_agent_1,0.0,3.0,112.0,78.0
15,,,15.0,75.0,generation_agent_3,132.0,household_agent_1,0.0,4.0,132.0,79.0
16,,,100000.0,8831.0,household_agent_1,160.0,household_agent_0,76.0,0.0,160.0,8831.0
17,,,100200.0,17516.0,household_agent_1,91.0,household_agent_2,76.0,0.0,91.0,17516.0
18,,,100300.0,15092.0,household_agent_1,194.0,household_agent_3,76.0,1.0,194.0,15093.0
19,,,100400.0,27368.0,household_agent_1,150.0,household_agent_4,77.0,0.0,150.0,27368.0
20,,,100500.0,25801.0,household_agent_1,100.0,household_agent_5,77.0,0.0,100.0,25801.0
21,,,100600.0,22799.0,household_agent_1,114.0,household_agent_6,77.0,0.0,114.0,22799.0
22,,,100700.0,3052.0,household_agent_1,170.0,household_agent_7,77.0,1.0,170.0,3053.0
23,,,100800.0,4262.0,household_agent_1,158.0,household_agent_8,76.0,0.0,158.0,4262.0
24,,,100900.0,16406.0,household_agent_1,78.0,household_agent_9,76.0,0.0,78.0,16406.0
25,,,101000.0,23862.0,household_agent_1,92.0,household_agent_10,77.0,0.0,92.0,23862.0
26,,,101100.0,10480.0,household_agent_1,170.0,household_agent_11,78.0,1.0,170.0,10481.0
27,,,101200.0,28671.0,household_agent_1,153.0,household_agent_12,78.0,1.0,153.0,28672.0
28,,,101300.0,22019.0,household_agent_1,188.0,generation_agent_0,77.0,0.0,188.0,22019.0
29,,,101400.0,8832.0,household_agent_1,102.0,generation_agent_1,77.0,0.0,102.0,8832.0
30,,,101500.0,1923.0,household_agent_1,112.0,generation_agent_2,78.0,0.0,112.0,1923.0
31,,,101600.0,9227.0,household_agent_1,132.0,generation_agent_3,79.0,0.0,132.0,9227.0
