,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 23:51:46.600379,,,,,,,,,
1,Simulation configuration ID,ac4e5b4b-ebab-4c16-99b2-3469baff94e5,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,5.0,substation_agent_0,157.0,pdc_agent_0,0.0,0.0,157.0,5.0
1,,,1.0,5.0,substation_agent_0,117.0,pdc_agent_1,0.0,0.0,117.0,5.0
2,,,2.0,5.0,substation_agent_0,155.0,pdc_agent_2,0.0,1.0,155.0,6.0
3,,,102200.0,18893.0,pdc_agent_0,157.0,substation_agent_0,5.0,0.0,157.0,18893.0
4,,,102201.0,23645.0,pdc_agent_1,117.0,substation_agent_0,5.0,0.0,117.0,23645.0
5,,,102202.0,8233.0,pdc_agent_2,155.0,substation_agent_0,6.0,1.0,155.0,8234.0
