,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 16:35:43.322661,,,,,,,,,
1,Simulation configuration ID,8eb381f3-28b1-44ec-a82f-5cc84f08509b,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,77.0,aggregator_agent,77.0,market_agent,0.0,0.0,77.0,77.0
1,,,36.0,900335.0,aggregator_agent,110.0,market_agent,0.0,0.0,110.0,900335.0
2,,,72.0,1800561.0,aggregator_agent,123.0,market_agent,0.0,0.0,123.0,1800561.0
3,,,108.0,2700735.0,aggregator_agent,194.0,market_agent,0.0,0.0,194.0,2700735.0
4,,,1.0,179.0,household_agent_0,79.0,aggregator_agent,0.0,1.0,79.0,180.0
5,,,2.0,179.0,household_agent_1,189.0,aggregator_agent,0.0,2.0,189.0,181.0
6,,,3.0,179.0,household_agent_2,164.0,aggregator_agent,0.0,1.0,164.0,180.0
7,,,4.0,179.0,household_agent_3,196.0,aggregator_agent,0.0,2.0,196.0,181.0
8,,,5.0,179.0,household_agent_4,65.0,aggregator_agent,0.0,2.0,65.0,181.0
9,,,6.0,179.0,household_agent_5,163.0,aggregator_agent,0.0,1.0,163.0,180.0
10,,,7.0,179.0,household_agent_6,77.0,aggregator_agent,0.0,1.0,77.0,180.0
11,,,8.0,179.0,household_agent_7,134.0,aggregator_agent,0.0,2.0,134.0,181.0
12,,,9.0,179.0,household_agent_8,79.0,aggregator_agent,0.0,2.0,79.0,181.0
13,,,10.0,179.0,household_agent_9,92.0,aggregator_agent,0.0,2.0,92.0,181.0
14,,,11.0,179.0,household_agent_10,51.0,aggregator_agent,0.0,3.0,51.0,182.0
