,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 19:10:50.063642,,,,,,,,,
1,Simulation configuration ID,eedeb869-d337-401c-aa78-a3af8aded027,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,12.0,14.0,household_agent_5,50.0,generation_agent_1,0.0,1.0,50.0,15.0
1,,,13.0,14.0,generation_agent_0,69.0,generation_agent_1,0.0,1.0,69.0,15.0
2,,,14.0,14.0,generation_agent_2,50.0,generation_agent_1,0.0,1.0,50.0,15.0
3,,,100500.0,154919.0,generation_agent_1,50.0,household_agent_5,15.0,0.0,50.0,154919.0
4,,,101300.0,155639.0,generation_agent_1,69.0,generation_agent_0,15.0,0.0,69.0,155639.0
5,,,101500.0,161745.0,generation_agent_1,50.0,generation_agent_2,15.0,0.0,50.0,161745.0
