,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 18:08:56.628619,,,,,,,,,
1,Simulation configuration ID,ec294355-00ff-462f-9744-b4400e065855,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,99.0,household_agent_1,383.0,household_agent_2,0.0,2.0,383.0,101.0
1,,,9.0,99.0,household_agent_3,906.0,household_agent_2,0.0,2.0,536.0,101.0
2,,,9.0,99.0,household_agent_3,906.0,household_agent_2,0.0,4.0,370.0,103.0
3,,,100100.0,169284.0,household_agent_2,383.0,household_agent_1,101.0,1.0,383.0,169285.0
4,,,100300.0,133386.0,household_agent_2,906.0,household_agent_3,101.0,2.0,536.0,133388.0
5,,,100300.0,133386.0,household_agent_2,906.0,household_agent_3,101.0,3.0,370.0,133389.0
6,,,100301.0,133388.0,household_agent_2,906.0,household_agent_3,103.0,2.0,536.0,133390.0
7,,,100301.0,133388.0,household_agent_2,906.0,household_agent_3,103.0,4.0,370.0,133392.0
