,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 16:01:49.924975,,,,,,,,,
1,Simulation configuration ID,bd34bacd-ebc8-4657-a0d7-f7ad70c4c532,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,34.0,household_agent_8,867.0,household_agent_9,0.0,1.0,536.0,35.0
1,,,8.0,34.0,household_agent_8,867.0,household_agent_9,0.0,2.0,331.0,36.0
2,,,9.0,34.0,household_agent_10,470.0,household_agent_9,0.0,2.0,470.0,36.0
3,,,100800.0,77.0,household_agent_9,867.0,household_agent_8,35.0,1.0,536.0,78.0
4,,,100800.0,77.0,household_agent_9,867.0,household_agent_8,35.0,1.0,331.0,78.0
5,,,100801.0,78.0,household_agent_9,867.0,household_agent_8,36.0,1.0,536.0,79.0
6,,,100801.0,78.0,household_agent_9,867.0,household_agent_8,36.0,2.0,331.0,80.0
7,,,101000.0,118.0,household_agent_9,470.0,household_agent_10,36.0,1.0,470.0,119.0
