,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 13:48:27.430627,,,,,,,,,
1,Simulation configuration ID,54bdabdc-aabb-4096-93a3-f24278a20325,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,12.0,4.0,household_agent_2,9.0,household_agent_3,0.0,1.0,9.0,5.0
1,,,13.0,4.0,household_agent_4,37.0,household_agent_3,0.0,1.0,37.0,5.0
2,,,14.0,4.0,household_agent_0,43.0,household_agent_3,0.0,1.0,43.0,5.0
3,,,100000.0,263720.0,household_agent_3,43.0,household_agent_0,5.0,0.0,43.0,263720.0
4,,,100200.0,175395.0,household_agent_3,9.0,household_agent_2,5.0,0.0,9.0,175395.0
5,,,100400.0,226820.0,household_agent_3,37.0,household_agent_4,5.0,0.0,37.0,226820.0
