,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 14:35:17.678755,,,,,,,,,
1,Simulation configuration ID,bb3560b7-5a5a-4cc9-9eb6-b5bf9518b729,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,23.0,household_agent_1,169.0,household_agent_2,0.0,1.0,169.0,24.0
1,,,9.0,23.0,household_agent_3,115.0,household_agent_2,0.0,1.0,115.0,24.0
2,,,100100.0,753.0,household_agent_2,169.0,household_agent_1,24.0,1.0,169.0,754.0
3,,,100300.0,415.0,household_agent_2,115.0,household_agent_3,24.0,0.0,115.0,415.0
