,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 15:40:58.304938,,,,,,,,,
1,Simulation configuration ID,075911f0-25c4-45c1-ab90-0259fdb9a2df,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,80.0,household_agent_3,15.0,household_agent_4,0.0,0.0,15.0,80.0
1,,,9.0,80.0,household_agent_5,18.0,household_agent_4,0.0,0.0,18.0,80.0
2,,,100300.0,19412.0,household_agent_4,15.0,household_agent_3,80.0,0.0,15.0,19412.0
3,,,100500.0,24576.0,household_agent_4,18.0,household_agent_5,80.0,0.0,18.0,24576.0
