,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 10:46:38.152372,,,,,,,,,
1,Simulation configuration ID,cba4bb6f-b037-41f5-bc69-09e02ecc2476,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 22 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,12.0,79.0,household_agent_6,119.0,household_agent_9,0.0,1.0,119.0,80.0
1,,,13.0,79.0,household_agent_10,198.0,household_agent_9,0.0,1.0,198.0,80.0
2,,,14.0,79.0,household_agent_8,58.0,household_agent_9,0.0,1.0,58.0,80.0
3,,,100800.0,8304.0,household_agent_9,58.0,household_agent_8,80.0,0.0,58.0,8304.0
4,,,100600.0,24185.0,household_agent_9,119.0,household_agent_6,80.0,0.0,119.0,24185.0
5,,,101000.0,21394.0,household_agent_9,198.0,household_agent_10,80.0,0.0,198.0,21394.0
