,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 11:59:09.796943,,,,,,,,,
1,Simulation configuration ID,391d9584-e8cd-4db5-8bea-536a6d4fd851,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,62.0,household_agent_5,71.0,household_agent_6,0.0,0.0,71.0,62.0
1,,,9.0,62.0,household_agent_7,78.0,household_agent_6,0.0,1.0,78.0,63.0
2,,,100500.0,520.0,household_agent_6,71.0,household_agent_5,62.0,0.0,71.0,520.0
3,,,100700.0,854.0,household_agent_6,78.0,household_agent_7,63.0,0.0,78.0,854.0
