,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 16:46:35.954610,,,,,,,,,
1,Simulation configuration ID,0f05c43a-a965-44f7-b293-1d5bbe96308a,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,32.0,household_agent_10,538.0,generation_agent_1,0.0,1.0,536.0,33.0
1,,,0.0,32.0,household_agent_10,538.0,generation_agent_1,0.0,1.0,2.0,33.0
2,,,1.0,32.0,generation_agent_0,253.0,generation_agent_1,0.0,1.0,253.0,33.0
3,,,2.0,32.0,generation_agent_2,679.0,generation_agent_1,0.0,1.0,536.0,33.0
4,,,2.0,32.0,generation_agent_2,679.0,generation_agent_1,0.0,2.0,143.0,34.0
5,,,101001.0,25009.0,generation_agent_1,538.0,household_agent_10,33.0,1.0,536.0,25010.0
6,,,101001.0,25009.0,generation_agent_1,538.0,household_agent_10,33.0,1.0,2.0,25010.0
7,,,101300.0,7547.0,generation_agent_1,253.0,generation_agent_0,33.0,0.0,253.0,7547.0
8,,,101500.0,19302.0,generation_agent_1,679.0,generation_agent_2,33.0,1.0,536.0,19303.0
9,,,101500.0,19302.0,generation_agent_1,679.0,generation_agent_2,33.0,1.0,143.0,19303.0
10,,,101501.0,19303.0,generation_agent_1,679.0,generation_agent_2,34.0,1.0,536.0,19304.0
11,,,101501.0,19303.0,generation_agent_1,679.0,generation_agent_2,34.0,1.0,143.0,19304.0
