,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 19:54:02.923810,,,,,,,,,
1,Simulation configuration ID,11552486-cfc2-4cc2-800b-1204b8ab6ef4,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,58.0,household_agent_11,534.0,household_agent_12,0.0,2.0,534.0,60.0
1,,,9.0,58.0,generation_agent_0,987.0,household_agent_12,0.0,3.0,536.0,61.0
2,,,9.0,58.0,generation_agent_0,987.0,household_agent_12,0.0,4.0,451.0,62.0
3,,,101100.0,155.0,household_agent_12,534.0,household_agent_11,60.0,2.0,534.0,157.0
4,,,101300.0,83.0,household_agent_12,987.0,generation_agent_0,61.0,2.0,536.0,85.0
5,,,101300.0,83.0,household_agent_12,987.0,generation_agent_0,61.0,3.0,451.0,86.0
6,,,101301.0,84.0,household_agent_12,987.0,generation_agent_0,62.0,3.0,536.0,87.0
7,,,101301.0,84.0,household_agent_12,987.0,generation_agent_0,62.0,5.0,451.0,89.0
