,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 11:58:56.250926,,,,,,,,,
1,Simulation configuration ID,9e9a3a4b-e638-4ca7-9aa1-99151bae0dad,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,47.0,household_agent_5,109.0,household_agent_6,0.0,0.0,109.0,47.0
1,,,9.0,47.0,household_agent_7,160.0,household_agent_6,0.0,1.0,160.0,48.0
2,,,100500.0,231.0,household_agent_6,109.0,household_agent_5,47.0,0.0,109.0,231.0
3,,,100700.0,264.0,household_agent_6,160.0,household_agent_7,48.0,1.0,160.0,265.0
