,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 22:07:21.505417,,,,,,,,,
1,Simulation configuration ID,2a931f24-ddf5-4510-ab2f-b648a764090c,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,83.0,household_agent_6,46.0,household_agent_7,0.0,1.0,46.0,84.0
1,,,9.0,83.0,household_agent_8,18.0,household_agent_7,0.0,1.0,18.0,84.0
2,,,100600.0,733.0,household_agent_7,46.0,household_agent_6,84.0,0.0,46.0,733.0
3,,,100800.0,590.0,household_agent_7,18.0,household_agent_8,84.0,0.0,18.0,590.0
