,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 19:29:03.159457,,,,,,,,,
1,Simulation configuration ID,b223e1ea-e1c8-4dbb-8e2c-f4143db3e03d,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 25 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,62.0,household_agent_7,39.0,household_agent_8,0.0,0.0,39.0,62.0
1,,,1.0,62.0,household_agent_9,30.0,household_agent_8,0.0,0.0,30.0,62.0
2,,,100700.0,784.0,household_agent_8,39.0,household_agent_7,62.0,0.0,39.0,784.0
3,,,100900.0,823.0,household_agent_8,30.0,household_agent_9,62.0,0.0,30.0,823.0
