,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-17 14:47:19.409057,,,,,,,,,
1,Simulation configuration ID,41d1ad53-fa97-4c5b-a719-f584f25186d0,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 25 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,0.0,household_agent_11,892.0,generation_agent_0,0.0,2.0,536.0,2.0
1,,,0.0,0.0,household_agent_11,892.0,generation_agent_0,0.0,4.0,356.0,4.0
2,,,1.0,0.0,household_agent_12,327.0,generation_agent_0,0.0,2.0,327.0,2.0
3,,,2.0,0.0,generation_agent_1,487.0,generation_agent_0,0.0,1.0,487.0,1.0
4,,,101100.0,933.0,generation_agent_0,892.0,household_agent_11,2.0,2.0,536.0,935.0
5,,,101100.0,933.0,generation_agent_0,892.0,household_agent_11,2.0,3.0,356.0,936.0
6,,,101101.0,935.0,generation_agent_0,892.0,household_agent_11,4.0,2.0,536.0,937.0
7,,,101101.0,935.0,generation_agent_0,892.0,household_agent_11,4.0,4.0,356.0,939.0
8,,,101200.0,505.0,generation_agent_0,327.0,household_agent_12,2.0,1.0,327.0,506.0
9,,,101400.0,556.0,generation_agent_0,487.0,generation_agent_1,1.0,1.0,487.0,557.0
