,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 15:52:12.116030,,,,,,,,,
1,Simulation configuration ID,0ec3f787-6d91-41e6-b01f-16e6da7bca40,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,10.0,household_agent_0,238.0,household_agent_1,0.0,47.0,238.0,57.0
1,,,1.0,10.0,household_agent_2,395.0,household_agent_1,0.0,58.0,395.0,68.0
2,,,100000.0,23404.0,household_agent_1,238.0,household_agent_0,57.0,47.0,238.0,23451.0
3,,,100200.0,18810.0,household_agent_1,395.0,household_agent_2,68.0,47.0,395.0,18857.0
