,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 12:36:23.734257,,,,,,,,,
1,Simulation configuration ID,740af257-1ddc-45e2-ad2d-4f6697ac6bda,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 15 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,79.0,household_agent_5,68.0,household_agent_1,0.0,47.0,68.0,126.0
1,,,1.0,79.0,household_agent_3,102.0,household_agent_1,0.0,58.0,102.0,137.0
2,,,100500.0,885.0,household_agent_1,68.0,household_agent_5,126.0,47.0,68.0,932.0
3,,,100300.0,1111.0,household_agent_1,102.0,household_agent_3,137.0,47.0,102.0,1158.0
