,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 16:58:02.854330,,,,,,,,,
1,Simulation configuration ID,fda6a911-a84a-4d8e-9f9c-7c46a3e8ed03,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,11.0,generation_agent_0,20.0,generation_agent_1,0.0,41.0,20.0,52.0
1,,,1.0,11.0,generation_agent_2,42.0,generation_agent_1,0.0,47.0,42.0,58.0
2,,,101300.0,97.0,generation_agent_1,20.0,generation_agent_0,52.0,41.0,20.0,138.0
3,,,101500.0,103.0,generation_agent_1,42.0,generation_agent_2,58.0,47.0,42.0,150.0
