,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 16:09:42.090409,,,,,,,,,
1,Simulation configuration ID,1571bc6c-6d70-4cbc-b40f-99cce5bcdba0,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,1.0,household_agent_4,26.0,household_agent_5,0.0,41.0,26.0,42.0
1,,,1.0,1.0,household_agent_6,25.0,household_agent_5,0.0,47.0,25.0,48.0
2,,,100400.0,7250.0,household_agent_5,26.0,household_agent_4,42.0,41.0,26.0,7291.0
3,,,100600.0,16959.0,household_agent_5,25.0,household_agent_6,48.0,41.0,25.0,17000.0
