,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 13:33:49.887338,,,,,,,,,
1,Simulation configuration ID,1c74ac08-da5b-46be-b05b-0c452ff727f0,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 20 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,64.0,household_agent_10,128.0,household_agent_5,0.0,47.0,128.0,111.0
1,,,1.0,64.0,household_agent_12,82.0,household_agent_5,0.0,58.0,82.0,122.0
2,,,101000.0,324.0,household_agent_5,128.0,household_agent_10,111.0,47.0,128.0,371.0
3,,,101200.0,772.0,household_agent_5,82.0,household_agent_12,122.0,47.0,82.0,819.0
