,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 19:49:31.463841,,,,,,,,,
1,Simulation configuration ID,bed33038-0eb3-41ab-bbe7-ca5e52821d02,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 23 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,40.0,household_agent_7,413.0,household_agent_8,0.0,49.0,536.0,76.0
1,,,0.0,40.0,household_agent_7,413.0,household_agent_8,0.0,77.0,16.0,104.0
2,,,0.0,40.0,household_agent_7,413.0,household_agent_8,0.0,47.0,413.0,87.0
3,,,1.0,40.0,household_agent_9,474.0,household_agent_8,0.0,59.0,236.0,86.0
4,,,1.0,40.0,household_agent_9,474.0,household_agent_8,0.0,59.0,474.0,99.0
5,,,2.0,40.0,generation_agent_0,283.0,household_agent_8,0.0,69.0,283.0,109.0
