,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 16:11:31.303439,,,,,,,,,
1,Simulation configuration ID,ac9aaf08-bdea-43d2-a25f-f01b75c59f4b,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,3.0,household_agent_2,19.0,household_agent_3,0.0,47.0,19.0,50.0
1,,,1.0,3.0,household_agent_4,21.0,household_agent_3,0.0,52.0,21.0,55.0
2,,,100200.0,1231.0,household_agent_3,19.0,household_agent_2,50.0,47.0,19.0,1278.0
3,,,100400.0,4981.0,household_agent_3,21.0,household_agent_4,55.0,47.0,21.0,5028.0
