,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-28 14:41:44.623262,,,,,,,,,
1,Simulation configuration ID,67041220-09f7-4b26-9985-ce54ef7a26cc,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 23 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,43.0,generation_agent_0,108.0,generation_agent_1,0.0,47.0,108.0,90.0
1,,,0.0,43.0,generation_agent_0,108.0,generation_agent_1,0.0,39.0,97.0,117.0
2,,,1.0,43.0,generation_agent_2,71.0,generation_agent_1,0.0,58.0,71.0,101.0
3,,,1.0,43.0,generation_agent_2,71.0,generation_agent_1,0.0,45.0,192.0,123.0
4,,,2.0,43.0,household_agent_5,96.0,generation_agent_1,0.0,69.0,96.0,112.0
