,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-24 08:25:23.372915,,,,,,,,,
1,Simulation configuration ID,9285e2a4-5ce3-45ef-bbe8-48c8cd2c1b89,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,55.0,household_agent_3,1003.0,41.0,control_center_agent,19.0,41.0,74.0
1,,,33.0,18722.0,household_agent_1,1001.0,41.0,household_agent_0,88.0,41.0,18810.0
2,,,34.0,18722.0,household_agent_2,1002.0,41.0,household_agent_0,78.0,41.0,18800.0
3,,,35.0,18722.0,household_agent_3,1003.0,41.0,household_agent_0,57.0,41.0,18779.0
4,,,36.0,18722.0,household_agent_4,1004.0,41.0,household_agent_0,115.0,41.0,18837.0
5,,,37.0,18722.0,household_agent_5,1005.0,41.0,household_agent_0,99.0,41.0,18821.0
6,,,38.0,18722.0,household_agent_6,1006.0,41.0,household_agent_0,113.0,41.0,18835.0
7,,,39.0,18722.0,household_agent_7,1007.0,41.0,household_agent_0,112.0,41.0,18834.0
8,,,40.0,18722.0,household_agent_8,1008.0,41.0,household_agent_0,130.0,41.0,18852.0
9,,,41.0,18722.0,household_agent_9,1009.0,41.0,household_agent_0,170.0,41.0,18892.0
10,,,42.0,18722.0,household_agent_10,1010.0,41.0,household_agent_0,167.0,41.0,18889.0
11,,,43.0,18722.0,household_agent_11,1011.0,41.0,household_agent_0,206.0,41.0,18928.0
12,,,44.0,18722.0,household_agent_12,1012.0,41.0,household_agent_0,216.0,41.0,18938.0
13,,,45.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_0,247.0,41.0,18969.0
14,,,46.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_0,229.0,41.0,18951.0
15,,,47.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_0,249.0,41.0,18971.0
16,,,48.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_0,260.0,41.0,18982.0
17,,,49.0,18722.0,household_agent_0,1000.0,41.0,household_agent_1,126.0,41.0,18848.0
18,,,50.0,18722.0,household_agent_2,1002.0,41.0,household_agent_1,92.0,41.0,18814.0
19,,,51.0,18722.0,household_agent_3,1003.0,41.0,household_agent_1,59.0,41.0,18781.0
20,,,52.0,18722.0,household_agent_4,1004.0,41.0,household_agent_1,91.0,41.0,18813.0
21,,,53.0,18722.0,household_agent_5,1005.0,41.0,household_agent_1,127.0,41.0,18849.0
22,,,54.0,18722.0,household_agent_6,1006.0,41.0,household_agent_1,124.0,41.0,18846.0
23,,,55.0,18722.0,household_agent_7,1007.0,41.0,household_agent_1,139.0,41.0,18861.0
24,,,56.0,18722.0,household_agent_8,1008.0,41.0,household_agent_1,137.0,41.0,18859.0
25,,,57.0,18722.0,household_agent_9,1009.0,41.0,household_agent_1,167.0,41.0,18889.0
26,,,58.0,18722.0,household_agent_10,1010.0,41.0,household_agent_1,195.0,41.0,18917.0
27,,,59.0,18722.0,household_agent_11,1011.0,41.0,household_agent_1,213.0,41.0,18935.0
28,,,60.0,18722.0,household_agent_12,1012.0,41.0,household_agent_1,222.0,41.0,18944.0
29,,,61.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_1,238.0,41.0,18960.0
30,,,62.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_1,253.0,41.0,18975.0
31,,,63.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_1,259.0,41.0,18981.0
32,,,64.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_1,272.0,41.0,18994.0
33,,,65.0,18722.0,household_agent_0,1000.0,41.0,household_agent_2,122.0,41.0,18844.0
34,,,66.0,18722.0,household_agent_1,1001.0,41.0,household_agent_2,70.0,41.0,18792.0
35,,,67.0,18722.0,household_agent_3,1003.0,41.0,household_agent_2,55.0,41.0,18777.0
36,,,68.0,18722.0,household_agent_4,1004.0,41.0,household_agent_2,89.0,41.0,18811.0
37,,,69.0,18722.0,household_agent_5,1005.0,41.0,household_agent_2,80.0,41.0,18802.0
38,,,70.0,18722.0,household_agent_6,1006.0,41.0,household_agent_2,103.0,41.0,18825.0
39,,,71.0,18722.0,household_agent_7,1007.0,41.0,household_agent_2,129.0,41.0,18851.0
40,,,72.0,18722.0,household_agent_8,1008.0,41.0,household_agent_2,148.0,41.0,18870.0
41,,,73.0,18722.0,household_agent_9,1009.0,41.0,household_agent_2,159.0,41.0,18881.0
42,,,74.0,18722.0,household_agent_10,1010.0,41.0,household_agent_2,172.0,41.0,18894.0
43,,,75.0,18722.0,household_agent_11,1011.0,41.0,household_agent_2,182.0,41.0,18904.0
44,,,76.0,18722.0,household_agent_12,1012.0,41.0,household_agent_2,228.0,41.0,18950.0
45,,,77.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_2,253.0,41.0,18975.0
46,,,78.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_2,259.0,41.0,18981.0
47,,,79.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_2,264.0,41.0,18986.0
48,,,80.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_2,271.0,41.0,18993.0
49,,,1.0,5724.0,household_agent_0,1000.0,41.0,household_agent_3,46.0,41.0,5770.0
50,,,2.0,5724.0,household_agent_1,1001.0,41.0,household_agent_3,52.0,41.0,5776.0
51,,,3.0,5724.0,household_agent_2,1002.0,41.0,household_agent_3,63.0,41.0,5787.0
52,,,4.0,5724.0,household_agent_4,1004.0,41.0,household_agent_3,68.0,41.0,5792.0
53,,,5.0,5724.0,household_agent_5,1005.0,41.0,household_agent_3,74.0,41.0,5798.0
54,,,6.0,5724.0,household_agent_6,1006.0,41.0,household_agent_3,79.0,41.0,5803.0
55,,,7.0,5724.0,household_agent_7,1007.0,41.0,household_agent_3,85.0,41.0,5809.0
56,,,8.0,5724.0,household_agent_8,1008.0,41.0,household_agent_3,90.0,41.0,5814.0
57,,,9.0,5724.0,household_agent_9,1009.0,41.0,household_agent_3,96.0,41.0,5820.0
58,,,10.0,5724.0,household_agent_10,1010.0,41.0,household_agent_3,130.0,41.0,5854.0
59,,,11.0,5724.0,household_agent_11,1011.0,41.0,household_agent_3,135.0,41.0,5859.0
60,,,12.0,5724.0,household_agent_12,1012.0,41.0,household_agent_3,141.0,41.0,5865.0
61,,,13.0,5724.0,generation_agent_0,1013.0,41.0,household_agent_3,146.0,41.0,5870.0
62,,,14.0,5724.0,generation_agent_1,1014.0,41.0,household_agent_3,152.0,41.0,5876.0
63,,,15.0,5724.0,generation_agent_2,1015.0,41.0,household_agent_3,157.0,41.0,5881.0
64,,,16.0,5724.0,generation_agent_3,1016.0,41.0,household_agent_3,163.0,41.0,5887.0
65,,,17.0,18722.0,household_agent_0,1000.0,41.0,household_agent_3,51.0,41.0,18773.0
66,,,18.0,18722.0,household_agent_1,1001.0,41.0,household_agent_3,86.0,41.0,18808.0
67,,,19.0,18722.0,household_agent_2,1002.0,41.0,household_agent_3,67.0,41.0,18789.0
68,,,20.0,18722.0,household_agent_4,1004.0,41.0,household_agent_3,156.0,41.0,18878.0
69,,,21.0,18722.0,household_agent_5,1005.0,41.0,household_agent_3,109.0,41.0,18831.0
70,,,22.0,18722.0,household_agent_6,1006.0,41.0,household_agent_3,128.0,41.0,18850.0
71,,,23.0,18722.0,household_agent_7,1007.0,41.0,household_agent_3,130.0,41.0,18852.0
72,,,24.0,18722.0,household_agent_8,1008.0,41.0,household_agent_3,117.0,41.0,18839.0
73,,,25.0,18722.0,household_agent_9,1009.0,41.0,household_agent_3,141.0,41.0,18863.0
74,,,26.0,18722.0,household_agent_10,1010.0,41.0,household_agent_3,165.0,41.0,18887.0
75,,,27.0,18722.0,household_agent_11,1011.0,41.0,household_agent_3,166.0,41.0,18888.0
76,,,28.0,18722.0,household_agent_12,1012.0,41.0,household_agent_3,201.0,41.0,18923.0
77,,,29.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_3,229.0,41.0,18951.0
78,,,30.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_3,230.0,41.0,18952.0
79,,,31.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_3,243.0,41.0,18965.0
80,,,32.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_3,252.0,41.0,18974.0
81,,,289.0,19601.0,control_center_agent,1017.0,41.0,household_agent_3,28.0,41.0,19629.0
82,,,81.0,18722.0,household_agent_0,1000.0,41.0,household_agent_4,100.0,41.0,18822.0
83,,,82.0,18722.0,household_agent_1,1001.0,41.0,household_agent_4,60.0,41.0,18782.0
84,,,83.0,18722.0,household_agent_2,1002.0,41.0,household_agent_4,123.0,41.0,18845.0
85,,,84.0,18722.0,household_agent_3,1003.0,41.0,household_agent_4,134.0,41.0,18856.0
86,,,85.0,18722.0,household_agent_5,1005.0,41.0,household_agent_4,121.0,41.0,18843.0
87,,,86.0,18722.0,household_agent_6,1006.0,41.0,household_agent_4,107.0,41.0,18829.0
88,,,87.0,18722.0,household_agent_7,1007.0,41.0,household_agent_4,88.0,41.0,18810.0
89,,,88.0,18722.0,household_agent_8,1008.0,41.0,household_agent_4,103.0,41.0,18825.0
90,,,89.0,18722.0,household_agent_9,1009.0,41.0,household_agent_4,181.0,41.0,18903.0
91,,,90.0,18722.0,household_agent_10,1010.0,41.0,household_agent_4,201.0,41.0,18923.0
92,,,91.0,18722.0,household_agent_11,1011.0,41.0,household_agent_4,193.0,41.0,18915.0
93,,,92.0,18722.0,household_agent_12,1012.0,41.0,household_agent_4,244.0,41.0,18966.0
94,,,93.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_4,212.0,41.0,18934.0
95,,,94.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_4,263.0,41.0,18985.0
96,,,95.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_4,269.0,41.0,18991.0
97,,,96.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_4,280.0,41.0,19002.0
98,,,97.0,18722.0,household_agent_0,1000.0,41.0,household_agent_5,92.0,41.0,18814.0
99,,,98.0,18722.0,household_agent_1,1001.0,41.0,household_agent_5,61.0,41.0,18783.0
100,,,99.0,18722.0,household_agent_2,1002.0,41.0,household_agent_5,94.0,41.0,18816.0
101,,,100.0,18722.0,household_agent_3,1003.0,41.0,household_agent_5,96.0,41.0,18818.0
102,,,101.0,18722.0,household_agent_4,1004.0,41.0,household_agent_5,104.0,41.0,18826.0
103,,,102.0,18722.0,household_agent_6,1006.0,41.0,household_agent_5,116.0,41.0,18838.0
104,,,103.0,18722.0,household_agent_7,1007.0,41.0,household_agent_5,124.0,41.0,18846.0
105,,,104.0,18722.0,household_agent_8,1008.0,41.0,household_agent_5,127.0,41.0,18849.0
106,,,105.0,18722.0,household_agent_9,1009.0,41.0,household_agent_5,155.0,41.0,18877.0
107,,,106.0,18722.0,household_agent_10,1010.0,41.0,household_agent_5,211.0,41.0,18933.0
108,,,107.0,18722.0,household_agent_11,1011.0,41.0,household_agent_5,254.0,41.0,18976.0
109,,,108.0,18722.0,household_agent_12,1012.0,41.0,household_agent_5,265.0,41.0,18987.0
110,,,109.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_5,282.0,41.0,19004.0
111,,,110.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_5,220.0,41.0,18942.0
112,,,111.0,18722.0,generation_agent_2,1015.0,41.0,household_agent_5,225.0,41.0,18947.0
113,,,112.0,18722.0,generation_agent_3,1016.0,41.0,household_agent_5,231.0,41.0,18953.0
114,,,113.0,18722.0,household_agent_0,1000.0,41.0,household_agent_6,77.0,41.0,18799.0
115,,,114.0,18722.0,household_agent_1,1001.0,41.0,household_agent_6,137.0,41.0,18859.0
116,,,115.0,18722.0,household_agent_2,1002.0,41.0,household_agent_6,122.0,41.0,18844.0
117,,,116.0,18722.0,household_agent_3,1003.0,41.0,household_agent_6,105.0,41.0,18827.0
118,,,117.0,18722.0,household_agent_4,1004.0,41.0,household_agent_6,96.0,41.0,18818.0
119,,,118.0,18722.0,household_agent_5,1005.0,41.0,household_agent_6,151.0,41.0,18873.0
120,,,119.0,18722.0,household_agent_7,1007.0,41.0,household_agent_6,158.0,41.0,18880.0
121,,,120.0,18722.0,household_agent_8,1008.0,41.0,household_agent_6,162.0,41.0,18884.0
122,,,121.0,18722.0,household_agent_9,1009.0,41.0,household_agent_6,162.0,41.0,18884.0
123,,,122.0,18722.0,household_agent_10,1010.0,41.0,household_agent_6,182.0,41.0,18904.0
124,,,123.0,18722.0,household_agent_11,1011.0,41.0,household_agent_6,201.0,41.0,18923.0
125,,,124.0,18722.0,household_agent_12,1012.0,41.0,household_agent_6,264.0,41.0,18986.0
126,,,125.0,18722.0,generation_agent_0,1013.0,41.0,household_agent_6,291.0,41.0,19013.0
127,,,126.0,18722.0,generation_agent_1,1014.0,41.0,household_agent_6,291.0,41.0,19013.0
