,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-24 07:44:21.017668,,,,,,,,,
1,Simulation configuration ID,3f7a4573-80f9-487f-b286-f69c733599a4,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,83.0,aggregator_agent,1019.0,41.0,control_center_agent,19.0,41.0,102.0
1,,,1.0,183.0,household_agent_2,1002.0,41.0,aggregator_agent,41.0,41.0,224.0
2,,,3827.0,7037.0,control_center_agent,1017.0,41.0,aggregator_agent,22.0,41.0,7059.0
3,,,34.0,668.0,household_agent_1,1001.0,41.0,household_agent_0,215.0,41.0,883.0
4,,,35.0,668.0,household_agent_2,1002.0,41.0,household_agent_0,95.0,41.0,763.0
5,,,36.0,668.0,household_agent_3,1003.0,41.0,household_agent_0,144.0,41.0,812.0
6,,,37.0,668.0,household_agent_4,1004.0,41.0,household_agent_0,96.0,41.0,764.0
7,,,38.0,668.0,household_agent_5,1005.0,41.0,household_agent_0,87.0,41.0,755.0
8,,,39.0,668.0,household_agent_6,1006.0,41.0,household_agent_0,71.0,41.0,739.0
9,,,40.0,668.0,household_agent_7,1007.0,41.0,household_agent_0,98.0,41.0,766.0
10,,,41.0,668.0,household_agent_8,1008.0,41.0,household_agent_0,68.0,41.0,736.0
11,,,42.0,668.0,household_agent_9,1009.0,41.0,household_agent_0,116.0,41.0,784.0
12,,,43.0,668.0,household_agent_10,1010.0,41.0,household_agent_0,144.0,41.0,812.0
