,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-24 15:15:07.957598,,,,,,,,,
1,Simulation configuration ID,518324a4-63fa-41ff-9e00-c80e9864e67f,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 23 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,88.0,aggregator_agent,1019.0,991.0,control_center_agent,20.0,536.0,108.0
1,,,0.0,88.0,aggregator_agent,1019.0,991.0,control_center_agent,34.0,455.0,122.0
2,,,1.0,175.0,household_agent_10,1010.0,991.0,aggregator_agent,49.0,536.0,224.0
3,,,1.0,175.0,household_agent_10,1010.0,991.0,aggregator_agent,83.0,455.0,258.0
4,,,580.0,6483.0,control_center_agent,1017.0,991.0,aggregator_agent,41.0,536.0,6524.0
5,,,580.0,6483.0,control_center_agent,1017.0,991.0,aggregator_agent,63.0,455.0,6546.0
6,,,29.0,331.0,household_agent_1,1001.0,991.0,household_agent_0,50.0,536.0,381.0
7,,,29.0,331.0,household_agent_1,1001.0,991.0,household_agent_0,85.0,455.0,416.0
8,,,30.0,331.0,household_agent_7,1007.0,991.0,household_agent_0,61.0,536.0,392.0
9,,,30.0,331.0,household_agent_7,1007.0,991.0,household_agent_0,160.0,455.0,491.0
10,,,31.0,331.0,generation_agent_3,1016.0,991.0,household_agent_0,75.0,536.0,406.0
11,,,31.0,331.0,generation_agent_3,1016.0,991.0,household_agent_0,142.0,455.0,473.0
12,,,81.0,1040.0,household_agent_1,1001.0,991.0,household_agent_0,52.0,536.0,1092.0
13,,,81.0,1040.0,household_agent_1,1001.0,991.0,household_agent_0,128.0,455.0,1168.0
14,,,82.0,1040.0,household_agent_7,1007.0,991.0,household_agent_0,65.0,536.0,1105.0
15,,,82.0,1040.0,household_agent_7,1007.0,991.0,household_agent_0,140.0,455.0,1180.0
16,,,83.0,1040.0,generation_agent_3,1016.0,991.0,household_agent_0,79.0,536.0,1119.0
17,,,83.0,1040.0,generation_agent_3,1016.0,991.0,household_agent_0,131.0,455.0,1171.0
18,,,133.0,1959.0,household_agent_1,1001.0,991.0,household_agent_0,50.0,536.0,2009.0
19,,,133.0,1959.0,household_agent_1,1001.0,991.0,household_agent_0,99.0,455.0,2058.0
20,,,134.0,1959.0,household_agent_7,1007.0,991.0,household_agent_0,69.0,536.0,2028.0
21,,,134.0,1959.0,household_agent_7,1007.0,991.0,household_agent_0,141.0,455.0,2100.0
22,,,135.0,1959.0,generation_agent_3,1016.0,991.0,household_agent_0,93.0,536.0,2052.0
23,,,135.0,1959.0,generation_agent_3,1016.0,991.0,household_agent_0,154.0,455.0,2113.0
24,,,185.0,2079.0,household_agent_1,1001.0,991.0,household_agent_0,54.0,536.0,2133.0
25,,,185.0,2079.0,household_agent_1,1001.0,991.0,household_agent_0,102.0,455.0,2181.0
26,,,186.0,2079.0,household_agent_7,1007.0,991.0,household_agent_0,78.0,536.0,2157.0
27,,,186.0,2079.0,household_agent_7,1007.0,991.0,household_agent_0,149.0,455.0,2228.0
28,,,187.0,2079.0,generation_agent_3,1016.0,991.0,household_agent_0,118.0,536.0,2197.0
29,,,187.0,2079.0,generation_agent_3,1016.0,991.0,household_agent_0,175.0,455.0,2254.0
30,,,237.0,2618.0,household_agent_1,1001.0,991.0,household_agent_0,50.0,536.0,2668.0
31,,,237.0,2618.0,household_agent_1,1001.0,991.0,household_agent_0,103.0,455.0,2721.0
32,,,238.0,2618.0,household_agent_7,1007.0,991.0,household_agent_0,65.0,536.0,2683.0
33,,,238.0,2618.0,household_agent_7,1007.0,991.0,household_agent_0,118.0,455.0,2736.0
34,,,239.0,2618.0,generation_agent_3,1016.0,991.0,household_agent_0,78.0,536.0,2696.0
35,,,239.0,2618.0,generation_agent_3,1016.0,991.0,household_agent_0,125.0,455.0,2743.0
36,,,289.0,3343.0,household_agent_1,1001.0,991.0,household_agent_0,51.0,536.0,3394.0
37,,,289.0,3343.0,household_agent_1,1001.0,991.0,household_agent_0,94.0,455.0,3437.0
38,,,290.0,3343.0,household_agent_7,1007.0,991.0,household_agent_0,67.0,536.0,3410.0
39,,,290.0,3343.0,household_agent_7,1007.0,991.0,household_agent_0,131.0,455.0,3474.0
40,,,291.0,3343.0,generation_agent_3,1016.0,991.0,household_agent_0,90.0,536.0,3433.0
41,,,291.0,3343.0,generation_agent_3,1016.0,991.0,household_agent_0,145.0,455.0,3488.0
42,,,341.0,3891.0,household_agent_1,1001.0,991.0,household_agent_0,52.0,536.0,3943.0
43,,,341.0,3891.0,household_agent_1,1001.0,991.0,household_agent_0,137.0,455.0,4028.0
44,,,342.0,3891.0,household_agent_7,1007.0,991.0,household_agent_0,70.0,536.0,3961.0
45,,,342.0,3891.0,household_agent_7,1007.0,991.0,household_agent_0,137.0,455.0,4028.0
46,,,343.0,3891.0,generation_agent_3,1016.0,991.0,household_agent_0,88.0,536.0,3979.0
47,,,343.0,3891.0,generation_agent_3,1016.0,991.0,household_agent_0,145.0,455.0,4036.0
48,,,393.0,4670.0,household_agent_1,1001.0,991.0,household_agent_0,51.0,536.0,4721.0
49,,,393.0,4670.0,household_agent_1,1001.0,991.0,household_agent_0,89.0,455.0,4759.0
50,,,394.0,4670.0,household_agent_7,1007.0,991.0,household_agent_0,66.0,536.0,4736.0
51,,,394.0,4670.0,household_agent_7,1007.0,991.0,household_agent_0,152.0,455.0,4822.0
52,,,395.0,4670.0,generation_agent_3,1016.0,991.0,household_agent_0,94.0,536.0,4764.0
53,,,395.0,4670.0,generation_agent_3,1016.0,991.0,household_agent_0,161.0,455.0,4831.0
54,,,445.0,4994.0,household_agent_1,1001.0,991.0,household_agent_0,51.0,536.0,5045.0
55,,,445.0,4994.0,household_agent_1,1001.0,991.0,household_agent_0,84.0,455.0,5078.0
56,,,446.0,4994.0,household_agent_7,1007.0,991.0,household_agent_0,62.0,536.0,5056.0
57,,,446.0,4994.0,household_agent_7,1007.0,991.0,household_agent_0,140.0,455.0,5134.0
58,,,447.0,4994.0,generation_agent_3,1016.0,991.0,household_agent_0,97.0,536.0,5091.0
59,,,447.0,4994.0,generation_agent_3,1016.0,991.0,household_agent_0,150.0,455.0,5144.0
60,,,497.0,5855.0,household_agent_1,1001.0,991.0,household_agent_0,57.0,536.0,5912.0
61,,,497.0,5855.0,household_agent_1,1001.0,991.0,household_agent_0,95.0,455.0,5950.0
62,,,498.0,5855.0,household_agent_7,1007.0,991.0,household_agent_0,68.0,536.0,5923.0
63,,,498.0,5855.0,household_agent_7,1007.0,991.0,household_agent_0,139.0,455.0,5994.0
64,,,499.0,5855.0,generation_agent_3,1016.0,991.0,household_agent_0,97.0,536.0,5952.0
65,,,499.0,5855.0,generation_agent_3,1016.0,991.0,household_agent_0,155.0,455.0,6010.0
66,,,549.0,6461.0,household_agent_1,1001.0,991.0,household_agent_0,56.0,536.0,6517.0
67,,,549.0,6461.0,household_agent_1,1001.0,991.0,household_agent_0,92.0,455.0,6553.0
68,,,550.0,6461.0,household_agent_7,1007.0,991.0,household_agent_0,72.0,536.0,6533.0
69,,,550.0,6461.0,household_agent_7,1007.0,991.0,household_agent_0,140.0,455.0,6601.0
70,,,551.0,6461.0,generation_agent_3,1016.0,991.0,household_agent_0,107.0,536.0,6568.0
71,,,551.0,6461.0,generation_agent_3,1016.0,991.0,household_agent_0,159.0,455.0,6620.0
72,,,12.0,331.0,household_agent_0,1000.0,991.0,household_agent_1,49.0,536.0,380.0
73,,,12.0,331.0,household_agent_0,1000.0,991.0,household_agent_1,106.0,455.0,437.0
74,,,13.0,331.0,household_agent_2,1002.0,991.0,household_agent_1,71.0,536.0,402.0
75,,,13.0,331.0,household_agent_2,1002.0,991.0,household_agent_1,112.0,455.0,443.0
76,,,14.0,331.0,household_agent_10,1010.0,991.0,household_agent_1,98.0,536.0,429.0
77,,,14.0,331.0,household_agent_10,1010.0,991.0,household_agent_1,143.0,455.0,474.0
78,,,64.0,1040.0,household_agent_0,1000.0,991.0,household_agent_1,59.0,536.0,1099.0
79,,,64.0,1040.0,household_agent_0,1000.0,991.0,household_agent_1,94.0,455.0,1134.0
80,,,65.0,1040.0,household_agent_2,1002.0,991.0,household_agent_1,77.0,536.0,1117.0
81,,,65.0,1040.0,household_agent_2,1002.0,991.0,household_agent_1,140.0,455.0,1180.0
82,,,66.0,1040.0,household_agent_10,1010.0,991.0,household_agent_1,114.0,536.0,1154.0
83,,,66.0,1040.0,household_agent_10,1010.0,991.0,household_agent_1,152.0,455.0,1192.0
84,,,116.0,1959.0,household_agent_0,1000.0,991.0,household_agent_1,54.0,536.0,2013.0
85,,,116.0,1959.0,household_agent_0,1000.0,991.0,household_agent_1,103.0,455.0,2062.0
86,,,117.0,1959.0,household_agent_2,1002.0,991.0,household_agent_1,81.0,536.0,2040.0
87,,,117.0,1959.0,household_agent_2,1002.0,991.0,household_agent_1,132.0,455.0,2091.0
88,,,118.0,1959.0,household_agent_10,1010.0,991.0,household_agent_1,100.0,536.0,2059.0
89,,,118.0,1959.0,household_agent_10,1010.0,991.0,household_agent_1,162.0,455.0,2121.0
90,,,168.0,2079.0,household_agent_0,1000.0,991.0,household_agent_1,61.0,536.0,2140.0
91,,,168.0,2079.0,household_agent_0,1000.0,991.0,household_agent_1,155.0,455.0,2234.0
92,,,169.0,2079.0,household_agent_2,1002.0,991.0,household_agent_1,88.0,536.0,2167.0
93,,,169.0,2079.0,household_agent_2,1002.0,991.0,household_agent_1,139.0,455.0,2218.0
94,,,170.0,2079.0,household_agent_10,1010.0,991.0,household_agent_1,134.0,536.0,2213.0
95,,,170.0,2079.0,household_agent_10,1010.0,991.0,household_agent_1,189.0,455.0,2268.0
96,,,220.0,2618.0,household_agent_0,1000.0,991.0,household_agent_1,52.0,536.0,2670.0
97,,,220.0,2618.0,household_agent_0,1000.0,991.0,household_agent_1,90.0,455.0,2708.0
98,,,221.0,2618.0,household_agent_2,1002.0,991.0,household_agent_1,97.0,536.0,2715.0
99,,,221.0,2618.0,household_agent_2,1002.0,991.0,household_agent_1,149.0,455.0,2767.0
100,,,222.0,2618.0,household_agent_10,1010.0,991.0,household_agent_1,106.0,536.0,2724.0
101,,,222.0,2618.0,household_agent_10,1010.0,991.0,household_agent_1,154.0,455.0,2772.0
102,,,272.0,3343.0,household_agent_0,1000.0,991.0,household_agent_1,56.0,536.0,3399.0
103,,,272.0,3343.0,household_agent_0,1000.0,991.0,household_agent_1,96.0,455.0,3439.0
104,,,273.0,3343.0,household_agent_2,1002.0,991.0,household_agent_1,72.0,536.0,3415.0
105,,,273.0,3343.0,household_agent_2,1002.0,991.0,household_agent_1,128.0,455.0,3471.0
106,,,274.0,3343.0,household_agent_10,1010.0,991.0,household_agent_1,129.0,536.0,3472.0
107,,,274.0,3343.0,household_agent_10,1010.0,991.0,household_agent_1,167.0,455.0,3510.0
108,,,324.0,3891.0,household_agent_0,1000.0,991.0,household_agent_1,56.0,536.0,3947.0
109,,,324.0,3891.0,household_agent_0,1000.0,991.0,household_agent_1,100.0,455.0,3991.0
110,,,325.0,3891.0,household_agent_2,1002.0,991.0,household_agent_1,97.0,536.0,3988.0
111,,,325.0,3891.0,household_agent_2,1002.0,991.0,household_agent_1,157.0,455.0,4048.0
112,,,326.0,3891.0,household_agent_10,1010.0,991.0,household_agent_1,107.0,536.0,3998.0
113,,,326.0,3891.0,household_agent_10,1010.0,991.0,household_agent_1,158.0,455.0,4049.0
114,,,376.0,4670.0,household_agent_0,1000.0,991.0,household_agent_1,52.0,536.0,4722.0
115,,,376.0,4670.0,household_agent_0,1000.0,991.0,household_agent_1,97.0,455.0,4767.0
116,,,377.0,4670.0,household_agent_2,1002.0,991.0,household_agent_1,76.0,536.0,4746.0
117,,,377.0,4670.0,household_agent_2,1002.0,991.0,household_agent_1,119.0,455.0,4789.0
118,,,378.0,4670.0,household_agent_10,1010.0,991.0,household_agent_1,107.0,536.0,4777.0
119,,,378.0,4670.0,household_agent_10,1010.0,991.0,household_agent_1,160.0,455.0,4830.0
120,,,428.0,4994.0,household_agent_0,1000.0,991.0,household_agent_1,58.0,536.0,5052.0
121,,,428.0,4994.0,household_agent_0,1000.0,991.0,household_agent_1,113.0,455.0,5107.0
122,,,429.0,4994.0,household_agent_2,1002.0,991.0,household_agent_1,77.0,536.0,5071.0
123,,,429.0,4994.0,household_agent_2,1002.0,991.0,household_agent_1,117.0,455.0,5111.0
124,,,430.0,4994.0,household_agent_10,1010.0,991.0,household_agent_1,91.0,536.0,5085.0
125,,,430.0,4994.0,household_agent_10,1010.0,991.0,household_agent_1,128.0,455.0,5122.0
126,,,480.0,5855.0,household_agent_0,1000.0,991.0,household_agent_1,48.0,536.0,5903.0
127,,,480.0,5855.0,household_agent_0,1000.0,991.0,household_agent_1,104.0,455.0,5959.0
128,,,481.0,5855.0,household_agent_2,1002.0,991.0,household_agent_1,61.0,536.0,5916.0
129,,,481.0,5855.0,household_agent_2,1002.0,991.0,household_agent_1,104.0,455.0,5959.0
130,,,482.0,5855.0,household_agent_10,1010.0,991.0,household_agent_1,83.0,536.0,5938.0
131,,,482.0,5855.0,household_agent_10,1010.0,991.0,household_agent_1,153.0,455.0,6008.0
132,,,532.0,6461.0,household_agent_0,1000.0,991.0,household_agent_1,56.0,536.0,6517.0
133,,,532.0,6461.0,household_agent_0,1000.0,991.0,household_agent_1,114.0,455.0,6575.0
134,,,533.0,6461.0,household_agent_2,1002.0,991.0,household_agent_1,88.0,536.0,6549.0
135,,,533.0,6461.0,household_agent_2,1002.0,991.0,household_agent_1,135.0,455.0,6596.0
136,,,534.0,6461.0,household_agent_10,1010.0,991.0,household_agent_1,84.0,536.0,6545.0
137,,,534.0,6461.0,household_agent_10,1010.0,991.0,household_agent_1,149.0,455.0,6610.0
138,,,32.0,331.0,household_agent_1,1001.0,991.0,household_agent_2,54.0,536.0,385.0
139,,,32.0,331.0,household_agent_1,1001.0,991.0,household_agent_2,105.0,455.0,436.0
140,,,33.0,331.0,household_agent_3,1003.0,991.0,household_agent_2,79.0,536.0,410.0
141,,,33.0,331.0,household_agent_3,1003.0,991.0,household_agent_2,125.0,455.0,456.0
142,,,34.0,331.0,household_agent_11,1011.0,991.0,household_agent_2,97.0,536.0,428.0
143,,,34.0,331.0,household_agent_11,1011.0,991.0,household_agent_2,132.0,455.0,463.0
144,,,84.0,1040.0,household_agent_1,1001.0,991.0,household_agent_2,55.0,536.0,1095.0
145,,,84.0,1040.0,household_agent_1,1001.0,991.0,household_agent_2,125.0,455.0,1165.0
146,,,85.0,1040.0,household_agent_3,1003.0,991.0,household_agent_2,71.0,536.0,1111.0
147,,,85.0,1040.0,household_agent_3,1003.0,991.0,household_agent_2,116.0,455.0,1156.0
148,,,86.0,1040.0,household_agent_11,1011.0,991.0,household_agent_2,87.0,536.0,1127.0
149,,,86.0,1040.0,household_agent_11,1011.0,991.0,household_agent_2,147.0,455.0,1187.0
150,,,136.0,1959.0,household_agent_1,1001.0,991.0,household_agent_2,55.0,536.0,2014.0
151,,,136.0,1959.0,household_agent_1,1001.0,991.0,household_agent_2,131.0,455.0,2090.0
152,,,137.0,1959.0,household_agent_3,1003.0,991.0,household_agent_2,69.0,536.0,2028.0
153,,,137.0,1959.0,household_agent_3,1003.0,991.0,household_agent_2,109.0,455.0,2068.0
154,,,138.0,1959.0,household_agent_11,1011.0,991.0,household_agent_2,82.0,536.0,2041.0
155,,,138.0,1959.0,household_agent_11,1011.0,991.0,household_agent_2,136.0,455.0,2095.0
