,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-25 01:10:28.608395,,,,,,,,,
1,Simulation configuration ID,c8027e63-e418-489e-888a-1e3af8b97cc4,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 23 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,CENTRALIZED,,,,,,,,,
0,,,0.0,6.0,control_center_agent,991.0,generation_agent_3,0.0,29.0,536.0,35.0
1,,,0.0,6.0,control_center_agent,991.0,generation_agent_3,0.0,49.0,455.0,55.0
2,,,101700.0,298.0,generation_agent_3,991.0,control_center_agent,35.0,20.0,536.0,318.0
3,,,101700.0,298.0,generation_agent_3,991.0,control_center_agent,35.0,34.0,455.0,332.0
4,,,101701.0,318.0,generation_agent_3,991.0,control_center_agent,55.0,20.0,536.0,338.0
5,,,101701.0,318.0,generation_agent_3,991.0,control_center_agent,55.0,34.0,455.0,352.0
