,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 10:48:47.763982,,,,,,
1,Simulation configuration ID,3e86c7c5-bdea-465a-a47c-db87cbb790b6,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,56.0,aggregator_agent,1318.0,75.0,market_agent
0,,,1.0,67.0,aggregator_agent,1318.0,115.0,grid_operator_agent
0,,,2.0,162.0,aggregator_agent,1318.0,157.0,household_agent_95
0,,,3.0,119.0,aggregator_agent,1318.0,108.0,household_agent_93
0,,,4.0,152.0,aggregator_agent,1318.0,154.0,household_agent_54
0,,,5.0,71.0,aggregator_agent,1318.0,86.0,household_agent_44
0,,,6.0,136.0,aggregator_agent,1318.0,125.0,household_agent_42
0,,,7.0,76.0,aggregator_agent,1318.0,166.0,household_agent_46
0,,,8.0,126.0,aggregator_agent,1318.0,125.0,household_agent_10
0,,,9.0,103.0,aggregator_agent,1318.0,132.0,household_agent_24
0,,,10.0,156.0,aggregator_agent,1318.0,130.0,household_agent_39
0,,,11.0,148.0,aggregator_agent,1318.0,190.0,household_agent_81
0,,,12.0,143.0,aggregator_agent,1318.0,62.0,household_agent_25
0,,,13.0,137.0,aggregator_agent,1318.0,186.0,household_agent_98
0,,,14.0,97.0,aggregator_agent,1318.0,196.0,household_agent_12
0,,,15.0,101.0,aggregator_agent,1318.0,197.0,household_agent_23
0,,,16.0,107.0,aggregator_agent,1318.0,167.0,household_agent_28
