,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 15:59:40.814086,,,,,,,,,
1,Simulation configuration ID,decaa029-9925-459c-a4c5-9fd1a36f74e7,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 326 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_14,0.0,39.0,household_agent_15,145.0,0.0,0.0,145.0,39.0
1,,,household_agent_14,6.0,1152.0,household_agent_15,136.0,0.0,0.0,136.0,1152.0
2,,,household_agent_59,1.0,119.0,household_agent_60,132.0,0.0,0.0,132.0,119.0
3,,,household_agent_59,7.0,1142.0,household_agent_60,162.0,0.0,0.0,162.0,1142.0
4,,,household_agent_15,2.0,74.0,household_agent_14,199.0,0.0,0.0,199.0,74.0
5,,,household_agent_15,8.0,1222.0,household_agent_14,135.0,0.0,0.0,135.0,1222.0
6,,,household_agent_60,3.0,73.0,household_agent_59,84.0,0.0,0.0,84.0,73.0
7,,,household_agent_60,9.0,1220.0,household_agent_59,108.0,0.0,0.0,108.0,1220.0
8,,,household_agent_37,4.0,73.0,household_agent_36,148.0,0.0,0.0,148.0,73.0
9,,,household_agent_37,10.0,1197.0,household_agent_36,71.0,0.0,0.0,71.0,1197.0
10,,,household_agent_36,5.0,40.0,household_agent_37,151.0,0.0,0.0,151.0,40.0
11,,,household_agent_36,11.0,1144.0,household_agent_37,101.0,0.0,0.0,101.0,1144.0
12,,,household_agent_14,103200.0,451.0,household_agent_15,199.0,74.0,0.0,199.0,451.0
13,,,household_agent_14,103201.0,1457.0,household_agent_15,135.0,1222.0,0.0,135.0,1457.0
14,,,household_agent_15,103300.0,367.0,household_agent_14,145.0,39.0,0.0,145.0,367.0
15,,,household_agent_15,103301.0,1318.0,household_agent_14,136.0,1152.0,0.0,136.0,1318.0
16,,,household_agent_36,105400.0,953.0,household_agent_37,148.0,73.0,0.0,148.0,953.0
17,,,household_agent_36,105401.0,1795.0,household_agent_37,71.0,1197.0,0.0,71.0,1795.0
18,,,household_agent_37,105500.0,217.0,household_agent_36,151.0,40.0,0.0,151.0,217.0
19,,,household_agent_37,105501.0,1910.0,household_agent_36,101.0,1144.0,0.0,101.0,1910.0
20,,,household_agent_59,107700.0,709.0,household_agent_60,84.0,73.0,0.0,84.0,709.0
21,,,household_agent_59,107701.0,1853.0,household_agent_60,108.0,1220.0,0.0,108.0,1853.0
22,,,household_agent_60,107800.0,959.0,household_agent_59,132.0,119.0,0.0,132.0,959.0
23,,,household_agent_60,107801.0,1462.0,household_agent_59,162.0,1142.0,0.0,162.0,1462.0
