,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:47:12.752417,,,,,,
1,Simulation configuration ID,359596ab-1c07-4960-832e-076ea7b08acd,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,69.0,generation_agent_82,1200.0,191.0,control_center_agent
0,,,6.0,188754.0,generation_agent_82,1200.0,191.0,generation_agent_83
1,,,8.0,257016.0,generation_agent_82,1200.0,191.0,generation_agent_83
2,,,10.0,311048.0,generation_agent_82,1200.0,191.0,generation_agent_83
0,,,1.0,258841.0,household_agent_45,1063.0,191.0,generation_agent_82
1,,,2.0,258841.0,generation_agent_81,1199.0,191.0,generation_agent_82
2,,,3.0,258841.0,generation_agent_83,1201.0,191.0,generation_agent_82
3,,,4.0,258841.0,generation_agent_21,1139.0,191.0,generation_agent_82
4,,,5.0,188754.0,generation_agent_83,1201.0,191.0,generation_agent_82
5,,,7.0,257016.0,generation_agent_83,1201.0,191.0,generation_agent_82
6,,,9.0,311048.0,generation_agent_83,1201.0,191.0,generation_agent_82
7,,,11.0,346231.0,control_center_agent,1319.0,191.0,generation_agent_82
