,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 04:44:07.182961,,,,,,
1,Simulation configuration ID,7f1a4741-bc9f-497d-aad9-3bad180c79fb,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,32.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,175.0,generation_agent_62,1180.0,191.0,aggregator_agent
1,,,7.0,2689.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,410.0,generation_agent_61,1179.0,191.0,generation_agent_62
1,,,3.0,410.0,generation_agent_63,1181.0,191.0,generation_agent_62
2,,,4.0,410.0,household_agent_6,1024.0,191.0,generation_agent_62
3,,,5.0,410.0,storage_agent_0,1218.0,191.0,generation_agent_62
4,,,6.0,1697.0,aggregator_agent,1318.0,191.0,generation_agent_62
