,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 02:58:19.955807,,,,,,
1,Simulation configuration ID,6eb15c90-cbd7-4ee3-9259-6d4f130e4877,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,46.0,generation_agent_65,1183.0,191.0,control_center_agent
0,,,1.0,116.0,generation_agent_64,1182.0,191.0,generation_agent_65
1,,,2.0,116.0,generation_agent_66,1184.0,191.0,generation_agent_65
2,,,3.0,497.0,control_center_agent,1319.0,191.0,generation_agent_65
