,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
0,Start simulation,2025-01-09 09:17:21.700319,,,,,,,,
1,Simulation configuration ID,00818a53-203d-41c9-8b4e-7e2e0e1fb1bc,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,
7,Frequency,0,,,,,,,,
8,Simulation duration,900000,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,
0,,,0.0,77.0,household_agent_4,1022.0,35.0,True,125854.0,generation_agent_35
1,,,1.0,77.0,household_agent_27,1045.0,11.0,True,129988.0,generation_agent_35
2,,,2.0,77.0,household_agent_43,1061.0,21.0,True,51424.0,generation_agent_35
3,,,3.0,77.0,household_agent_64,1082.0,23.0,True,292235.0,generation_agent_35
4,,,4.0,77.0,household_agent_66,1084.0,21.0,True,255675.0,generation_agent_35
5,,,5.0,77.0,household_agent_95,1113.0,8.0,True,148358.0,generation_agent_35
6,,,6.0,77.0,generation_agent_29,1147.0,11.0,True,186969.0,generation_agent_35
7,,,7.0,77.0,generation_agent_69,1187.0,33.0,True,238194.0,generation_agent_35
8,,,8.0,77.0,storage_agent_1,1219.0,21.0,True,169896.0,generation_agent_35
9,,,9.0,77.0,storage_agent_12,1230.0,35.0,True,107630.0,generation_agent_35
10,,,10.0,77.0,storage_agent_39,1257.0,43.0,True,101663.0,generation_agent_35
11,,,11.0,77.0,storage_agent_45,1263.0,22.0,True,266142.0,generation_agent_35
12,,,12.0,77.0,storage_agent_79,1297.0,39.0,True,100675.0,generation_agent_35
13,,,13.0,77.0,storage_agent_82,1300.0,19.0,True,272395.0,generation_agent_35
14,,,14.0,77.0,household_agent_4,1022.0,46.0,True,267654.0,generation_agent_35
15,,,15.0,77.0,household_agent_27,1045.0,16.0,True,144410.0,generation_agent_35
16,,,16.0,77.0,household_agent_43,1061.0,34.0,True,98277.0,generation_agent_35
17,,,17.0,77.0,household_agent_64,1082.0,42.0,True,225267.0,generation_agent_35
18,,,18.0,77.0,household_agent_66,1084.0,42.0,True,241113.0,generation_agent_35
19,,,19.0,77.0,household_agent_95,1113.0,38.0,True,182880.0,generation_agent_35
20,,,20.0,77.0,generation_agent_29,1147.0,46.0,True,167313.0,generation_agent_35
21,,,21.0,77.0,generation_agent_69,1187.0,28.0,True,111267.0,generation_agent_35
22,,,22.0,77.0,storage_agent_1,1219.0,11.0,True,67833.0,generation_agent_35
23,,,23.0,77.0,storage_agent_12,1230.0,15.0,True,94201.0,generation_agent_35
24,,,24.0,77.0,storage_agent_39,1257.0,11.0,True,127707.0,generation_agent_35
25,,,25.0,77.0,storage_agent_45,1263.0,47.0,True,267945.0,generation_agent_35
26,,,26.0,77.0,storage_agent_79,1297.0,15.0,True,103830.0,generation_agent_35
27,,,27.0,77.0,storage_agent_82,1300.0,24.0,True,48957.0,generation_agent_35
28,,,28.0,77.0,household_agent_4,1022.0,42.0,True,164130.0,generation_agent_35
29,,,29.0,77.0,household_agent_27,1045.0,28.0,True,294583.0,generation_agent_35
30,,,30.0,77.0,household_agent_43,1061.0,16.0,True,111694.0,generation_agent_35
31,,,31.0,77.0,household_agent_64,1082.0,45.0,True,235698.0,generation_agent_35
32,,,32.0,77.0,household_agent_66,1084.0,24.0,True,272568.0,generation_agent_35
