,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 14:18:25.814215,,,,,,,,,
1,Simulation configuration ID,67d958c4-7c84-4c6d-b31e-d249c093661c,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_43,0.0,76.0,household_agent_42,450.0,0.0,51.0,450.0,127.0
1,,,household_agent_66,1.0,62.0,household_agent_65,444.0,0.0,74.0,444.0,136.0
2,,,household_agent_42,2.0,3.0,household_agent_41,453.0,0.0,50.0,453.0,53.0
3,,,household_agent_42,3.0,95.0,household_agent_43,684.0,0.0,53.0,536.0,148.0
4,,,household_agent_42,3.0,95.0,household_agent_43,684.0,0.0,87.0,148.0,182.0
5,,,household_agent_65,4.0,60.0,household_agent_66,989.0,0.0,78.0,536.0,138.0
6,,,household_agent_65,4.0,60.0,household_agent_66,989.0,0.0,132.0,453.0,192.0
7,,,household_agent_41,5.0,3.0,household_agent_42,866.0,0.0,49.0,536.0,52.0
8,,,household_agent_41,5.0,3.0,household_agent_42,866.0,0.0,83.0,330.0,86.0
9,,,household_agent_41,105900.0,1340.0,household_agent_42,453.0,53.0,47.0,453.0,1387.0
10,,,household_agent_42,106000.0,26092.0,household_agent_41,866.0,52.0,49.0,536.0,26141.0
11,,,household_agent_42,106000.0,26092.0,household_agent_41,866.0,52.0,83.0,330.0,26175.0
12,,,household_agent_42,106001.0,26126.0,household_agent_41,866.0,86.0,62.0,536.0,26188.0
13,,,household_agent_42,106001.0,26126.0,household_agent_41,866.0,86.0,96.0,330.0,26222.0
14,,,household_agent_42,106002.0,20962.0,household_agent_43,450.0,127.0,48.0,450.0,21010.0
15,,,household_agent_43,106100.0,25521.0,household_agent_42,684.0,148.0,49.0,536.0,25570.0
16,,,household_agent_43,106100.0,25521.0,household_agent_42,684.0,148.0,83.0,148.0,25604.0
17,,,household_agent_43,106101.0,25555.0,household_agent_42,684.0,182.0,61.0,536.0,25616.0
18,,,household_agent_43,106101.0,25555.0,household_agent_42,684.0,182.0,95.0,148.0,25650.0
19,,,household_agent_65,108300.0,29377.0,household_agent_66,444.0,136.0,74.0,444.0,29451.0
20,,,household_agent_66,108400.0,14946.0,household_agent_65,989.0,138.0,77.0,536.0,15023.0
21,,,household_agent_66,108400.0,14946.0,household_agent_65,989.0,138.0,131.0,453.0,15077.0
22,,,household_agent_66,108401.0,15000.0,household_agent_65,989.0,192.0,103.0,536.0,15103.0
23,,,household_agent_66,108401.0,15000.0,household_agent_65,989.0,192.0,157.0,453.0,15157.0
