,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 13:15:14.129104,,,,,,,,,
1,Simulation configuration ID,907832a2-f143-47fe-b647-473f6e1a29d9,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_57,0.0,140.0,household_agent_56,50.0,0.0,57.0,50.0,197.0
1,,,household_agent_57,6.0,1239.0,household_agent_56,13.0,0.0,59.0,13.0,1298.0
2,,,household_agent_56,1.0,157.0,household_agent_57,43.0,0.0,59.0,43.0,216.0
3,,,household_agent_56,7.0,1287.0,household_agent_57,26.0,0.0,59.0,26.0,1346.0
4,,,household_agent_50,2.0,154.0,household_agent_51,23.0,0.0,47.0,23.0,201.0
5,,,household_agent_50,8.0,1204.0,household_agent_51,50.0,0.0,47.0,50.0,1251.0
6,,,household_agent_51,3.0,192.0,household_agent_50,40.0,0.0,47.0,40.0,239.0
7,,,household_agent_51,9.0,1223.0,household_agent_50,30.0,0.0,48.0,30.0,1271.0
8,,,household_agent_45,4.0,129.0,household_agent_44,10.0,0.0,53.0,10.0,182.0
9,,,household_agent_45,10.0,1201.0,household_agent_44,21.0,0.0,53.0,21.0,1254.0
10,,,household_agent_44,5.0,163.0,household_agent_45,10.0,0.0,53.0,10.0,216.0
11,,,household_agent_44,11.0,1195.0,household_agent_45,45.0,0.0,54.0,45.0,1249.0
12,,,household_agent_44,106200.0,1046.0,household_agent_45,10.0,182.0,53.0,10.0,1099.0
13,,,household_agent_44,106201.0,1547.0,household_agent_45,21.0,1254.0,53.0,21.0,1600.0
14,,,household_agent_45,106300.0,787.0,household_agent_44,10.0,216.0,53.0,10.0,840.0
15,,,household_agent_45,106301.0,1422.0,household_agent_44,45.0,1249.0,53.0,45.0,1475.0
16,,,household_agent_50,106800.0,763.0,household_agent_51,40.0,239.0,47.0,40.0,810.0
17,,,household_agent_50,106801.0,1582.0,household_agent_51,30.0,1271.0,47.0,30.0,1629.0
18,,,household_agent_51,106900.0,616.0,household_agent_50,23.0,201.0,47.0,23.0,663.0
19,,,household_agent_51,106901.0,2023.0,household_agent_50,50.0,1251.0,47.0,50.0,2070.0
20,,,household_agent_56,107400.0,876.0,household_agent_57,50.0,197.0,59.0,50.0,935.0
21,,,household_agent_56,107401.0,1684.0,household_agent_57,13.0,1298.0,59.0,13.0,1743.0
22,,,household_agent_57,107500.0,1011.0,household_agent_56,43.0,216.0,59.0,43.0,1070.0
23,,,household_agent_57,107501.0,2282.0,household_agent_56,26.0,1346.0,59.0,26.0,2341.0
