,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-21 16:32:41.803622,,,,,,,,,
1,Simulation configuration ID,b8bcf528-8d33-45ca-b2eb-69561de0a15c,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,1.0,grid_infrastructure_agent_2,42.0,grid_infrastructure_agent_5,0.0,68.0,42.0,69.0
1,,,4.0,1.0,grid_infrastructure_agent_5,30.0,grid_infrastructure_agent_2,0.0,83.0,30.0,84.0
2,,,100200.0,19148.0,grid_infrastructure_agent_5,42.0,grid_infrastructure_agent_2,69.0,95.0,42.0,19243.0
3,,,100500.0,11721.0,grid_infrastructure_agent_2,30.0,grid_infrastructure_agent_5,84.0,77.0,30.0,11798.0
