,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 14:36:29.858361,,,,,,
1,Simulation configuration ID,9da881a8-0ee9-4751-986b-ec973f6df3c3,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,81.0,aggregator_agent,1318.0,49.0,market_agent
0,,,1.0,29.0,aggregator_agent,1318.0,33.0,grid_operator_agent
0,,,2.0,109.0,aggregator_agent,1318.0,15.0,household_agent_61
0,,,3.0,86.0,aggregator_agent,1318.0,48.0,household_agent_86
0,,,4.0,87.0,aggregator_agent,1318.0,42.0,household_agent_32
0,,,5.0,143.0,aggregator_agent,1318.0,42.0,household_agent_55
0,,,6.0,89.0,aggregator_agent,1318.0,17.0,household_agent_95
0,,,7.0,174.0,aggregator_agent,1318.0,32.0,household_agent_35
0,,,8.0,97.0,aggregator_agent,1318.0,45.0,household_agent_45
0,,,9.0,154.0,aggregator_agent,1318.0,22.0,household_agent_25
0,,,10.0,109.0,aggregator_agent,1318.0,47.0,household_agent_83
0,,,11.0,100.0,aggregator_agent,1318.0,28.0,household_agent_34
0,,,12.0,165.0,aggregator_agent,1318.0,20.0,household_agent_14
0,,,13.0,152.0,aggregator_agent,1318.0,38.0,household_agent_33
0,,,14.0,159.0,aggregator_agent,1318.0,24.0,household_agent_67
0,,,15.0,107.0,aggregator_agent,1318.0,25.0,household_agent_24
0,,,16.0,145.0,aggregator_agent,1318.0,45.0,household_agent_80
