,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 18:02:16.759984,,,,,,,,,
1,Simulation configuration ID,855a14c9-e38b-482b-b6a6-18648c97365a,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Star Overlay Topology with 67 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,88.0,aggregator_agent,787.0,market_agent,0.0,1.0,536.0,89.0
1,,,0.0,88.0,aggregator_agent,787.0,market_agent,0.0,2.0,251.0,90.0
2,,,1.0,79.0,aggregator_agent,515.0,grid_operator_agent,0.0,1.0,515.0,80.0
3,,,2.0,98.0,aggregator_agent,420.0,household_agent_7,0.0,0.0,420.0,98.0
4,,,3.0,188.0,aggregator_agent,819.0,household_agent_1,0.0,3.0,536.0,191.0
5,,,3.0,188.0,aggregator_agent,819.0,household_agent_1,0.0,4.0,283.0,192.0
6,,,4.0,140.0,aggregator_agent,986.0,household_agent_37,0.0,2.0,536.0,142.0
7,,,4.0,140.0,aggregator_agent,986.0,household_agent_37,0.0,4.0,450.0,144.0
8,,,5.0,187.0,aggregator_agent,467.0,household_agent_4,0.0,2.0,467.0,189.0
9,,,6.0,169.0,aggregator_agent,447.0,household_agent_34,0.0,1.0,447.0,170.0
10,,,7.0,165.0,aggregator_agent,775.0,household_agent_13,0.0,2.0,536.0,167.0
11,,,7.0,165.0,aggregator_agent,775.0,household_agent_13,0.0,3.0,239.0,168.0
12,,,8.0,104.0,aggregator_agent,417.0,household_agent_32,0.0,0.0,417.0,104.0
13,,,9.0,142.0,aggregator_agent,260.0,household_agent_45,0.0,1.0,260.0,143.0
14,,,10.0,139.0,aggregator_agent,677.0,household_agent_19,0.0,2.0,536.0,141.0
15,,,10.0,139.0,aggregator_agent,677.0,household_agent_19,0.0,3.0,141.0,142.0
16,,,11.0,114.0,aggregator_agent,697.0,household_agent_27,0.0,2.0,536.0,116.0
17,,,11.0,114.0,aggregator_agent,697.0,household_agent_27,0.0,3.0,161.0,117.0
18,,,12.0,178.0,aggregator_agent,796.0,household_agent_50,0.0,2.0,536.0,180.0
19,,,12.0,178.0,aggregator_agent,796.0,household_agent_50,0.0,3.0,260.0,181.0
20,,,13.0,146.0,aggregator_agent,911.0,household_agent_23,0.0,1.0,536.0,147.0
21,,,13.0,146.0,aggregator_agent,911.0,household_agent_23,0.0,1.0,375.0,147.0
22,,,14.0,117.0,aggregator_agent,411.0,household_agent_20,0.0,1.0,411.0,118.0
23,,,15.0,89.0,aggregator_agent,755.0,household_agent_52,0.0,2.0,536.0,91.0
24,,,15.0,89.0,aggregator_agent,755.0,household_agent_52,0.0,3.0,219.0,92.0
25,,,16.0,132.0,aggregator_agent,413.0,household_agent_39,0.0,1.0,413.0,133.0
26,,,105900.0,372.0,household_agent_52,755.0,aggregator_agent,91.0,2.0,536.0,374.0
27,,,105900.0,372.0,household_agent_52,755.0,aggregator_agent,91.0,3.0,219.0,375.0
28,,,105901.0,373.0,household_agent_52,755.0,aggregator_agent,92.0,3.0,536.0,376.0
29,,,105901.0,373.0,household_agent_52,755.0,aggregator_agent,92.0,4.0,219.0,377.0
30,,,105902.0,568.0,household_agent_7,420.0,aggregator_agent,98.0,0.0,420.0,568.0
31,,,105903.0,1025.0,household_agent_32,417.0,aggregator_agent,104.0,0.0,417.0,1025.0
32,,,105904.0,1078.0,household_agent_27,697.0,aggregator_agent,116.0,2.0,536.0,1080.0
33,,,105904.0,1078.0,household_agent_27,697.0,aggregator_agent,116.0,3.0,161.0,1081.0
34,,,105905.0,1079.0,household_agent_27,697.0,aggregator_agent,117.0,3.0,536.0,1082.0
35,,,105905.0,1079.0,household_agent_27,697.0,aggregator_agent,117.0,4.0,161.0,1083.0
36,,,105906.0,496.0,household_agent_20,411.0,aggregator_agent,118.0,1.0,411.0,497.0
37,,,105907.0,580.0,household_agent_39,413.0,aggregator_agent,133.0,1.0,413.0,581.0
