,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-29 22:46:44.729519,,,,,,
1,Simulation configuration ID,00011eda-4fe0-4d8b-ae71-e0d69545ce3f,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,98.0,aggregator_agent,1318.0,41.0,control_center_agent
0,,,1.0,214.0,storage_agent_73,1291.0,41.0,aggregator_agent
1,,,5.0,30233.0,control_center_agent,1319.0,41.0,aggregator_agent
0,,,2.0,16737.0,storage_agent_72,1290.0,41.0,storage_agent_73
1,,,3.0,16737.0,storage_agent_74,1292.0,41.0,storage_agent_73
2,,,4.0,27514.0,aggregator_agent,1318.0,41.0,storage_agent_73
