,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:35:52.470781,,,,,,,,,
1,Simulation configuration ID,48de13eb-48db-4cea-b7af-90737a9a1f44,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_39,0.0,16.0,household_agent_40,162.0,0.0,52.0,162.0,68.0
1,,,household_agent_39,4.0,212.0,household_agent_40,163.0,0.0,47.0,163.0,259.0
2,,,household_agent_22,1.0,14.0,household_agent_21,196.0,0.0,53.0,196.0,67.0
3,,,household_agent_22,5.0,288.0,household_agent_21,198.0,0.0,55.0,198.0,343.0
4,,,household_agent_21,2.0,13.0,household_agent_22,112.0,0.0,55.0,112.0,68.0
5,,,household_agent_21,6.0,258.0,household_agent_22,177.0,0.0,54.0,177.0,312.0
6,,,household_agent_40,3.0,28.0,household_agent_39,144.0,0.0,47.0,144.0,75.0
7,,,household_agent_40,7.0,207.0,household_agent_39,175.0,0.0,47.0,175.0,254.0
8,,,household_agent_21,102400.0,135.0,household_agent_22,196.0,67.0,56.0,196.0,191.0
9,,,household_agent_21,102401.0,396.0,household_agent_22,198.0,343.0,54.0,198.0,450.0
10,,,household_agent_22,102500.0,116.0,household_agent_21,112.0,68.0,53.0,112.0,169.0
11,,,household_agent_22,102501.0,402.0,household_agent_21,177.0,312.0,53.0,177.0,455.0
12,,,household_agent_39,104200.0,127.0,household_agent_40,144.0,75.0,47.0,144.0,174.0
13,,,household_agent_39,104201.0,342.0,household_agent_40,175.0,254.0,47.0,175.0,389.0
14,,,household_agent_40,104300.0,133.0,household_agent_39,162.0,68.0,47.0,162.0,180.0
15,,,household_agent_40,104301.0,312.0,household_agent_39,163.0,259.0,47.0,163.0,359.0
