,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 12:49:31.659402,,,,,,,,,
1,Simulation configuration ID,c3c5928f-ade7-4a6a-b289-e5482237149a,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,69.0,household_agent_9,903.0,household_agent_10,0.0,53.0,536.0,122.0
1,,,0.0,69.0,household_agent_9,903.0,household_agent_10,0.0,93.0,367.0,162.0
2,,,1.0,71.0,household_agent_10,980.0,household_agent_9,0.0,59.0,536.0,130.0
3,,,1.0,71.0,household_agent_10,980.0,household_agent_9,0.0,93.0,444.0,164.0
