,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 16:05:09.097943,,,,,,,,,
1,Simulation configuration ID,7b3309ad-9786-41bf-817e-bf5a5e9b3023,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 326 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_47,0.0,169.0,household_agent_48,862.0,0.0,1.0,536.0,170.0
1,,,household_agent_47,0.0,169.0,household_agent_48,862.0,0.0,1.0,326.0,170.0
2,,,household_agent_47,4.0,1260.0,household_agent_48,498.0,0.0,1.0,498.0,1261.0
3,,,household_agent_48,1.0,138.0,household_agent_47,270.0,0.0,0.0,270.0,138.0
4,,,household_agent_48,5.0,1226.0,household_agent_47,829.0,0.0,1.0,536.0,1227.0
5,,,household_agent_48,5.0,1226.0,household_agent_47,829.0,0.0,1.0,293.0,1227.0
6,,,household_agent_77,2.0,108.0,household_agent_93,244.0,0.0,1.0,244.0,109.0
7,,,household_agent_77,6.0,1234.0,household_agent_93,536.0,0.0,2.0,536.0,1236.0
8,,,household_agent_93,3.0,185.0,household_agent_77,476.0,0.0,2.0,476.0,187.0
9,,,household_agent_93,7.0,1270.0,household_agent_77,614.0,0.0,2.0,536.0,1272.0
10,,,household_agent_93,7.0,1270.0,household_agent_77,614.0,0.0,2.0,78.0,1272.0
11,,,household_agent_47,106500.0,318.0,household_agent_48,270.0,138.0,0.0,270.0,318.0
12,,,household_agent_47,106502.0,1873.0,household_agent_48,829.0,1227.0,1.0,536.0,1874.0
13,,,household_agent_47,106502.0,1873.0,household_agent_48,829.0,1227.0,1.0,293.0,1874.0
14,,,household_agent_48,106601.0,605.0,household_agent_47,862.0,170.0,1.0,536.0,606.0
15,,,household_agent_48,106601.0,605.0,household_agent_47,862.0,170.0,1.0,326.0,606.0
16,,,household_agent_48,106602.0,2233.0,household_agent_47,498.0,1261.0,1.0,498.0,2234.0
17,,,household_agent_77,109500.0,1046.0,household_agent_93,476.0,187.0,2.0,476.0,1048.0
18,,,household_agent_77,109502.0,2044.0,household_agent_93,614.0,1272.0,2.0,536.0,2046.0
19,,,household_agent_77,109502.0,2044.0,household_agent_93,614.0,1272.0,2.0,78.0,2046.0
20,,,household_agent_93,111100.0,758.0,household_agent_77,244.0,109.0,1.0,244.0,759.0
21,,,household_agent_93,111101.0,1381.0,household_agent_77,536.0,1236.0,2.0,536.0,1383.0
