,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-30 17:34:27.756567,,,,,,,,,
1,Simulation configuration ID,5c08360a-c6bb-4e2b-9f43-c24f959c9a60,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,2.0,19294.0,household_agent_89,1113.0,991.0,household_agent_90,58.0,536.0,19352.0
1,,,2.0,19294.0,household_agent_89,1113.0,991.0,household_agent_90,101.0,455.0,19395.0
2,,,3.0,19294.0,household_agent_91,1115.0,991.0,household_agent_90,73.0,536.0,19367.0
3,,,3.0,19294.0,household_agent_91,1115.0,991.0,household_agent_90,115.0,455.0,19409.0
