,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:22:14.438450,,,,,,
1,Simulation configuration ID,84d1f638-3fbf-439b-a1b9-7dbed3898868,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,99.0,storage_agent_61,1279.0,191.0,control_center_agent
0,,,1.0,174134.0,storage_agent_30,1248.0,191.0,storage_agent_61
1,,,2.0,174134.0,storage_agent_60,1278.0,191.0,storage_agent_61
2,,,3.0,174134.0,storage_agent_62,1280.0,191.0,storage_agent_61
3,,,4.0,182824.0,control_center_agent,1319.0,191.0,storage_agent_61
