,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-29 21:30:10.211625,,,,,,
1,Simulation configuration ID,af0dfaeb-dfdc-43c2-8406-5caf4d903380,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,62.0,storage_agent_96,1320.0,41.0,control_center_agent
0,,,1.0,489.0,household_agent_32,1056.0,41.0,storage_agent_96
1,,,2.0,489.0,generation_agent_78,1202.0,41.0,storage_agent_96
2,,,3.0,489.0,storage_agent_95,1319.0,41.0,storage_agent_96
3,,,4.0,489.0,storage_agent_97,1321.0,41.0,storage_agent_96
4,,,5.0,489.0,generation_agent_73,1197.0,41.0,storage_agent_96
5,,,6.0,801.0,control_center_agent,1325.0,41.0,storage_agent_96
