,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
0,Start simulation,2025-01-22 05:57:10.540528,,,,,,,,
1,Simulation configuration ID,7c096a2e-94f9-450f-b0a1-2cb3f5b71d73,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,
7,Frequency,0,,,,,,,,
8,Simulation duration,900000,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,
0,,,0.0,24.0,household_agent_21,1039.0,416.0,True,446.0,storage_agent_86
1,,,1.0,24.0,household_agent_27,1045.0,249.0,True,858.0,storage_agent_86
2,,,2.0,24.0,household_agent_28,1046.0,634.0,True,512.0,storage_agent_86
3,,,3.0,24.0,household_agent_46,1064.0,529.0,True,657.0,storage_agent_86
4,,,4.0,24.0,household_agent_59,1077.0,248.0,True,704.0,storage_agent_86
5,,,5.0,24.0,generation_agent_6,1124.0,242.0,True,431.0,storage_agent_86
6,,,6.0,24.0,generation_agent_8,1126.0,235.0,True,669.0,storage_agent_86
7,,,7.0,24.0,generation_agent_47,1165.0,415.0,True,405.0,storage_agent_86
8,,,8.0,24.0,storage_agent_6,1224.0,758.0,True,659.0,storage_agent_86
9,,,9.0,24.0,storage_agent_24,1242.0,334.0,True,845.0,storage_agent_86
10,,,10.0,24.0,storage_agent_29,1247.0,735.0,True,673.0,storage_agent_86
11,,,11.0,24.0,storage_agent_36,1254.0,224.0,True,188.0,storage_agent_86
12,,,12.0,24.0,storage_agent_85,1303.0,668.0,True,637.0,storage_agent_86
13,,,13.0,24.0,storage_agent_92,1310.0,494.0,True,889.0,storage_agent_86
14,,,14.0,24.0,household_agent_21,1039.0,850.0,True,465.0,storage_agent_86
15,,,15.0,24.0,household_agent_27,1045.0,241.0,True,964.0,storage_agent_86
16,,,16.0,24.0,household_agent_28,1046.0,534.0,True,340.0,storage_agent_86
17,,,17.0,24.0,household_agent_46,1064.0,948.0,True,216.0,storage_agent_86
18,,,18.0,24.0,household_agent_59,1077.0,279.0,True,332.0,storage_agent_86
19,,,19.0,24.0,generation_agent_6,1124.0,307.0,True,599.0,storage_agent_86
20,,,20.0,24.0,generation_agent_8,1126.0,767.0,True,838.0,storage_agent_86
21,,,21.0,24.0,generation_agent_47,1165.0,488.0,True,581.0,storage_agent_86
22,,,22.0,24.0,storage_agent_6,1224.0,621.0,True,751.0,storage_agent_86
23,,,23.0,24.0,storage_agent_24,1242.0,519.0,True,735.0,storage_agent_86
24,,,24.0,24.0,storage_agent_29,1247.0,497.0,True,323.0,storage_agent_86
25,,,25.0,24.0,storage_agent_36,1254.0,773.0,True,580.0,storage_agent_86
26,,,26.0,24.0,storage_agent_85,1303.0,595.0,True,561.0,storage_agent_86
27,,,27.0,24.0,storage_agent_92,1310.0,751.0,True,588.0,storage_agent_86
28,,,28.0,24.0,household_agent_21,1039.0,478.0,True,956.0,storage_agent_86
29,,,29.0,24.0,household_agent_27,1045.0,788.0,True,933.0,storage_agent_86
30,,,30.0,24.0,household_agent_28,1046.0,724.0,True,878.0,storage_agent_86
31,,,31.0,24.0,household_agent_46,1064.0,375.0,True,486.0,storage_agent_86
32,,,32.0,24.0,household_agent_59,1077.0,773.0,True,912.0,storage_agent_86
33,,,33.0,24.0,generation_agent_6,1124.0,870.0,True,180.0,storage_agent_86
34,,,34.0,24.0,generation_agent_8,1126.0,593.0,True,937.0,storage_agent_86
35,,,35.0,24.0,generation_agent_47,1165.0,275.0,True,770.0,storage_agent_86
36,,,36.0,24.0,storage_agent_6,1224.0,535.0,True,519.0,storage_agent_86
37,,,37.0,24.0,storage_agent_24,1242.0,659.0,True,407.0,storage_agent_86
38,,,38.0,24.0,storage_agent_29,1247.0,469.0,True,205.0,storage_agent_86
39,,,39.0,24.0,storage_agent_36,1254.0,652.0,True,119.0,storage_agent_86
40,,,40.0,24.0,storage_agent_85,1303.0,648.0,True,580.0,storage_agent_86
41,,,41.0,24.0,storage_agent_92,1310.0,389.0,True,228.0,storage_agent_86
42,,,42.0,24.0,household_agent_21,1039.0,978.0,True,627.0,storage_agent_86
