,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-17 17:45:56.517935,,,,,,
1,Simulation configuration ID,99e7fd38-435e-4467-8510-319406b7c0aa,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,92.0,aggregator_agent,1318.0,62.0,market_agent
0,,,1.0,246.0,generation_agent_81,1199.0,92.0,aggregator_agent
1,,,2.0,246.0,household_agent_49,1067.0,92.0,aggregator_agent
2,,,3.0,246.0,generation_agent_78,1196.0,108.0,aggregator_agent
3,,,4.0,246.0,household_agent_41,1059.0,142.0,aggregator_agent
4,,,5.0,246.0,storage_agent_69,1287.0,55.0,aggregator_agent
5,,,6.0,246.0,storage_agent_95,1313.0,199.0,aggregator_agent
6,,,7.0,246.0,storage_agent_9,1227.0,191.0,aggregator_agent
7,,,8.0,246.0,household_agent_99,1117.0,95.0,aggregator_agent
8,,,9.0,246.0,storage_agent_97,1315.0,168.0,aggregator_agent
9,,,10.0,246.0,generation_agent_46,1164.0,192.0,aggregator_agent
10,,,11.0,246.0,generation_agent_60,1178.0,126.0,aggregator_agent
11,,,12.0,246.0,generation_agent_67,1185.0,173.0,aggregator_agent
12,,,13.0,246.0,household_agent_14,1032.0,60.0,aggregator_agent
13,,,14.0,246.0,storage_agent_90,1308.0,67.0,aggregator_agent
14,,,15.0,246.0,storage_agent_88,1306.0,73.0,aggregator_agent
15,,,16.0,318.0,generation_agent_81,1199.0,106.0,aggregator_agent
16,,,17.0,318.0,household_agent_49,1067.0,154.0,aggregator_agent
17,,,18.0,318.0,generation_agent_78,1196.0,115.0,aggregator_agent
18,,,19.0,318.0,household_agent_41,1059.0,67.0,aggregator_agent
19,,,20.0,318.0,storage_agent_69,1287.0,111.0,aggregator_agent
20,,,21.0,318.0,storage_agent_95,1313.0,130.0,aggregator_agent
21,,,22.0,318.0,storage_agent_9,1227.0,73.0,aggregator_agent
22,,,23.0,318.0,household_agent_99,1117.0,95.0,aggregator_agent
23,,,24.0,318.0,storage_agent_97,1315.0,70.0,aggregator_agent
24,,,25.0,318.0,generation_agent_46,1164.0,123.0,aggregator_agent
25,,,26.0,318.0,generation_agent_60,1178.0,131.0,aggregator_agent
26,,,27.0,318.0,generation_agent_67,1185.0,92.0,aggregator_agent
27,,,28.0,318.0,household_agent_14,1032.0,74.0,aggregator_agent
28,,,29.0,318.0,storage_agent_90,1308.0,184.0,aggregator_agent
29,,,30.0,318.0,storage_agent_88,1306.0,182.0,aggregator_agent
30,,,31.0,340.0,generation_agent_81,1199.0,111.0,aggregator_agent
31,,,32.0,340.0,household_agent_49,1067.0,146.0,aggregator_agent
32,,,33.0,340.0,generation_agent_78,1196.0,85.0,aggregator_agent
33,,,34.0,340.0,household_agent_41,1059.0,138.0,aggregator_agent
34,,,35.0,340.0,storage_agent_69,1287.0,71.0,aggregator_agent
35,,,36.0,340.0,storage_agent_95,1313.0,145.0,aggregator_agent
36,,,37.0,340.0,storage_agent_9,1227.0,127.0,aggregator_agent
37,,,38.0,340.0,household_agent_99,1117.0,99.0,aggregator_agent
38,,,39.0,340.0,storage_agent_97,1315.0,50.0,aggregator_agent
39,,,40.0,340.0,generation_agent_46,1164.0,180.0,aggregator_agent
40,,,41.0,340.0,generation_agent_60,1178.0,199.0,aggregator_agent
41,,,42.0,340.0,generation_agent_67,1185.0,133.0,aggregator_agent
42,,,43.0,340.0,household_agent_14,1032.0,100.0,aggregator_agent
43,,,44.0,340.0,storage_agent_90,1308.0,141.0,aggregator_agent
44,,,45.0,340.0,storage_agent_88,1306.0,114.0,aggregator_agent
45,,,46.0,379.0,generation_agent_81,1199.0,110.0,aggregator_agent
46,,,47.0,379.0,household_agent_49,1067.0,65.0,aggregator_agent
47,,,48.0,379.0,generation_agent_78,1196.0,72.0,aggregator_agent
